ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
Dorasque-80_pez-1,,Dorasque,80_pez,kisi,kisi,k i s i,,Constenla2005,1039,,^ k i s i $,Dorasque,
SanBlasKuna-80_pez-1,,SanBlasKuna,80_pez,ua,ua,u a,,Constenla2005,1035,,^ u a $,SanBlasKuna,c
Cogui-80_pez-1,,Cogui,80_pez,ũa,ũa,ũ a,,Constenla2005,1035,,^ ũ a $,Cogui,c
Arhuaco-80_pez-1,,Arhuaco,80_pez,'wakɨ,'wakɨ,'w/w a k ɨ,,Constenla2005,1035,,^ 'w a k ɨ $,Arhuaco,c
Malayo-80_pez-1,,Malayo,80_pez,waka,waka,w a k a,,Constenla2005,1035,,^ w a k a $,Malayo,c
Chimila-80_pez-1,,Chimila,80_pez,wa:ŋgɾa:ʔ,wa:ŋgɾa:ʔ,w aː ŋ g ɾ aː ʔ,,Constenla2005,1035,,^ w a: ŋ g ɾ a: ʔ $,Chimila,c
Chibcha-80_pez-1,,Chibcha,80_pez,ɣua,ɣua,ɣ u a,,Constenla2005,1035,,^ ɣ u a $,Chibcha,c
CentralTunebo-80_pez-1,,CentralTunebo,80_pez,'ɾiʔ 'ɾuwa,'ɾiʔ 'ɾuwa,'ɾ/ɾ i ʔ + 'ɾ/ɾ u w a,,Constenla2005,1040,,^ 'ɾ i ʔ + 'ɾ u w a $,CentralTunebo,
Bari-80_pez-1,,Bari,80_pez,tai.,tai.,t a i,,Constenla2005,1041,,^ t a i . $,Bari,
LencaSalvador-81_pie-1,,LencaSalvador,81_pie,waʃaka,waʃaka,w a ʃ a k a,,Constenla2005,1042,,^ w a ʃ a k a $,LencaSalvador,a
LencaHonduras-81_pie-1,,LencaHonduras,81_pie,gwal,gwal,g w a l,,Constenla2005,1042,,^ g w a l $,LencaHonduras,a
Cacaopera-81_pie-1,,Cacaopera,81_pie,si'lin,si'lin,s i 'l/l i n,,Constenla2005,1043,,^ s i 'l i n $,Cacaopera,
Mayangna-81_pie-1,,Mayangna,81_pie,kal,kal,k a l,,Constenla2005,1044,,^ k a l $,Mayangna,b
Ulwa-81_pie-1,,Ulwa,81_pie,kal,kal,k a l,,Constenla2005,1044,,^ k a l $,Ulwa,b
Miskito-81_pie-1,,Miskito,81_pie,mina,mina,m i n a,,Constenla2005,1045,,^ m i n a $,Miskito,
Pech-81_pie-1,,Pech,81_pie,tàh,tàh,t à/a h,,Constenla2005,1046,,^ t à h $,Pech,
Rama-81_pie-1,,Rama,81_pie,ka:t,ka:t,k aː t,,Constenla2005,1044,,^ k a: t $,Rama,b
MalekuJaika-81_pie-1,,MalekuJaika,81_pie,ɬo:ki tʃa:,ɬo:ki tʃa:,ɬ oː k i + tʃ aː,,Constenla2005,1047,,^ ɬ o: k i + tʃ a: $,MalekuJaika,
Boruca-81_pie-1,,Boruca,81_pie,kùɾáskuà,kùɾáskuà,k ù/u ɾ á/a s k u à/a,,Constenla2005,1048,,^ k ù ɾ á s k u à $,Boruca,
Bribri-81_pie-1,,Bribri,81_pie,kaɺʊ́,kaɺʊ́,k a ɺ ʊ́/ʊ,,Constenla2005,1044,,^ k a ɺ ʊ́ $,Bribri,b
Cabecar-81_pie-1,,Cabecar,81_pie,kaɺʊ́,kaɺʊ́,k a ɺ ʊ́/ʊ,,Constenla2005,1044,,^ k a ɺ ʊ́ $,Cabecar,b
Teribe-81_pie-1,,Teribe,81_pie,ʃkóŋ,ʃkóŋ,ʃ k ó/o ŋ,,Constenla2005,1049,,^ ʃ k ó ŋ $,Teribe,c
Ngabere-81_pie-1,,Ngabere,81_pie,ŋoto,ŋoto,ŋ o t o,,Constenla2005,1050,,^ ŋ o t o $,Ngabere,
Buglere-81_pie-1,,Buglere,81_pie,seɾa,seɾa,s e ɾ a,,Constenla2005,1051,,^ s e ɾ a $,Buglere,ch
Dorasque-81_pie-1,,Dorasque,81_pie,ser,ser,s e r,,Constenla2005,1051,,^ s e r $,Dorasque,ch
SanBlasKuna-81_pie-1,,SanBlasKuna,81_pie,naka,naka,n a k a,,Constenla2005,1049,,^ n a k a $,SanBlasKuna,c
Cogui-81_pie-1,,Cogui,81_pie,kasa,kasa,k a s a,,Constenla2005,1052,,^ k a s a $,Cogui,d
Arhuaco-81_pie-1,,Arhuaco,81_pie,'kəttɨ,'kəttɨ,'k/k ə t ɨ,,Constenla2005,1052,,^ 'k ə tt ɨ $,Arhuaco,d
Malayo-81_pie-1,,Malayo,81_pie,kɨ'sa,kɨ'sa,k ɨ 's/s a,,Constenla2005,1052,,^ k ɨ 's a $,Malayo,d
Chimila-81_pie-1,,Chimila,81_pie,ka:sa,ka:sa,k aː s a,,Constenla2005,1052,,^ k a: s a $,Chimila,d
Chibcha-81_pie-1,,Chibcha,81_pie,kihitʲa,kihitʲa,k i h i tʲ a,,Constenla2005,1052,,^ k i h i tʲ a $,Chibcha,d
CentralTunebo-81_pie-1,,CentralTunebo,81_pie,'kesa,'kesa,'k/k e s a,,Constenla2005,1052,,^ 'k e s a $,CentralTunebo,d
Bari-81_pie-1,,Bari,81_pie,kihtu:,kihtu:,k i h t uː,,Constenla2005,1052,,^ k i h t u: $,Bari,d
LencaSalvador-82_piedra-1,,LencaSalvador,82_piedra,ke,ke,k e,,Constenla2005,1053,,^ k e $,LencaSalvador,a
LencaHonduras-82_piedra-1,,LencaHonduras,82_piedra,ke,ke,k e,,Constenla2005,1053,,^ k e $,LencaHonduras,a
Cacaopera-82_piedra-1,,Cacaopera,82_piedra,apa,apa,a p a,,Constenla2005,1054,,^ a p a $,Cacaopera,b
Mayangna-82_piedra-1,,Mayangna,82_piedra,ki,ki,k i,,Constenla2005,1053,,^ k i $,Mayangna,a
Ulwa-82_piedra-1,,Ulwa,82_piedra,ki,ki,k i,,Constenla2005,1053,,^ k i $,Ulwa,a
Miskito-82_piedra-1,,Miskito,82_piedra,walpa,walpa,w a l p a,,Constenla2005,1054,,^ w a l p a $,Miskito,b
Pech-82_piedra-1,,Pech,82_piedra,sàʔ,sàʔ,s à/a ʔ,,Constenla2005,1055,,^ s à ʔ $,Pech,
Rama-82_piedra-1,,Rama,82_piedra,ŋali:ŋ,ŋali:ŋ,ŋ a l iː ŋ,,Constenla2005,1056,,^ ŋ a l i: ŋ $,Rama,
MalekuJaika-82_piedra-1,,MalekuJaika,82_piedra,oktaɾa:,oktaɾa:,o k t a ɾ aː,,Constenla2005,1057,,^ o k t a ɾ a: $,MalekuJaika,c
Boruca-82_piedra-1,,Boruca,82_piedra,káŋ,káŋ,k á/a ŋ,,Constenla2005,1053,,^ k á ŋ $,Boruca,a
Bribri-82_piedra-1,,Bribri,82_piedra,âk,âk,â/a k,,Constenla2005,1057,,^ â k $,Bribri,c
Cabecar-82_piedra-1,,Cabecar,82_piedra,hák,hák,h á/a k,,Constenla2005,1057,,^ h á k $,Cabecar,c
Teribe-82_piedra-1,,Teribe,82_piedra,àk,àk,à/a k,,Constenla2005,1057,,^ à k $,Teribe,c
Ngabere-82_piedra-1,,Ngabere,82_piedra,hɔ,hɔ,h ɔ,,Constenla2005,1057,,^ h ɔ $,Ngabere,c
Buglere-82_piedra-1,,Buglere,82_piedra,ke,ke,k e,,Constenla2005,1053,,^ k e $,Buglere,a
Dorasque-82_piedra-1,,Dorasque,82_piedra,agá,agá,a g á/a,,Constenla2005,1057,,^ a g á $,Dorasque,c
SanBlasKuna-82_piedra-1,,SanBlasKuna,82_piedra,akkwa,akkwa,a k w a,,Constenla2005,1057,,^ a kk w a $,SanBlasKuna,c
Cogui-82_piedra-1,,Cogui,82_piedra,'hagi,'hagi,'h/h a g i,,Constenla2005,1057,,^ 'h a g i $,Cogui,c
Arhuaco-82_piedra-1,,Arhuaco,82_piedra,'aʔnɨ,'aʔnɨ,'a/a ʔ n ɨ,,Constenla2005,1057,,^ 'a ʔ n ɨ $,Arhuaco,c
Malayo-82_piedra-1,,Malayo,82_piedra,ɨgina,ɨgina,ɨ g i n a,,Constenla2005,1057,,^ ɨ g i n a $,Malayo,c
Chimila-82_piedra-1,,Chimila,82_piedra,kɾe:kakwi,kɾe:kakwi,k ɾ eː k a k w i,,Constenla2005,1058,,^ k ɾ e: k a k w i $,Chimila,
Chibcha-82_piedra-1,,Chibcha,82_piedra,hɨka,hɨka,h ɨ k a,,Constenla2005,1057,,^ h ɨ k a $,Chibcha,c
CentralTunebo-82_piedra-1,,CentralTunebo,82_piedra,a'ka,a'ka,'a/a k a,,Constenla2005,1057,,^ a' k a $,CentralTunebo,c
Bari-82_piedra-1,,Bari,82_piedra,ã:,ã:,ãː,,Constenla2005,1057,,^ ã: $,Bari,c
LencaSalvador-83_pierna-1,,LencaSalvador,83_pierna,pos,pos,p o s,,Constenla2005,1059,,^ p o s $,LencaSalvador,a
LencaHonduras-83_pierna-1,,LencaHonduras,83_pierna,kila,kila,k i l a,,Constenla2005,1060,,^ k i l a $,LencaHonduras,
Cacaopera-83_pierna-1,,Cacaopera,83_pierna,sulm,sulm,s u l m,,Constenla2005,1061,,^ s u l m $,Cacaopera,
Mayangna-83_pierna-1,,Mayangna,83_pierna,barahmak,barahmak,b a r a h m a k,,Constenla2005,1062,,^ b a r a h m a k $,Mayangna,b
Ulwa-83_pierna-1,,Ulwa,83_pierna,kalba,kalba,k a l b a,,Constenla2005,1063,,^ k a l b a $,Ulwa,
Miskito-83_pierna-1,,Miskito,83_pierna,kuhma,kuhma,k u h m a,,Constenla2005,1064,,^ k u h m a $,Miskito,
Pech-83_pierna-1,,Pech,83_pierna,kapù:k,kapù:k,k a p ùː/uː k,,Constenla2005,1065,,^ k a p ù: k $,Pech,
Rama-83_pierna-1,,Rama,83_pierna,tukwa,tukwa,t u k w a,,Constenla2005,1066,,^ t u k w a $,Rama,c
MalekuJaika-83_pierna-1,,MalekuJaika,83_pierna,ɬo:ki ko:ɾa,ɬo:ki ko:ɾa,ɬ oː k i + k oː ɾ a,,Constenla2005,1067,,^ ɬ o: k i + k o: ɾ a $,MalekuJaika,
Boruca-83_pierna-1,,Boruca,83_pierna,bùsíx,bùsíx,b ù/u s í/i x,,Constenla2005,1059,,^ b ù s í x $,Boruca,a
Bribri-83_pierna-1,,Bribri,83_pierna,kaɺʊ́ kitʃà,kaɺʊ́ kitʃà,k a ɺ ʊ́/ʊ + k i tʃ à/a,,Constenla2005,1068,,^ k a ɺ ʊ́ + k i tʃ à $,Bribri,ch
Cabecar-83_pierna-1,,Cabecar,83_pierna,kaɺʊ́ kitʃà,kaɺʊ́ kitʃà,k a ɺ ʊ́/ʊ + k i tʃ à/a,,Constenla2005,1068,,^ k a ɺ ʊ́ + k i tʃ à $,Cabecar,ch
Teribe-83_pierna-1,,Teribe,83_pierna,kuóɾbò,kuóɾbò,k u ó/o ɾ b ò/o,,Constenla2005,1069,,^ k u ó ɾ b ò $,Teribe,
Ngabere-83_pierna-1,,Ngabere,83_pierna,ŋɯɾe,ŋɯɾe,ŋ ɯ ɾ e,,Constenla2005,1070,,^ ŋ ɯ ɾ e $,Ngabere,
Buglere-83_pierna-1,,Buglere,83_pierna,seɾagda,seɾagda,s e ɾ a g d a,,Constenla2005,1071,,^ s e ɾ a g d a $,Buglere,d
Dorasque-83_pierna-1,,Dorasque,83_pierna,séɾgala,séɾgala,s é/e ɾ g a l a,,Constenla2005,1071,,^ s é ɾ g a l a $,Dorasque,d
SanBlasKuna-83_pierna-1,,SanBlasKuna,83_pierna,naimali,naimali,n a i m a l i,,Constenla2005,1072,,^ n a i m a l i $,SanBlasKuna,
Cogui-83_pierna-1,,Cogui,83_pierna,kala,kala,k a l a,,Constenla2005,1062,,^ k a l a $,Cogui,b
Arhuaco-83_pierna-1,,Arhuaco,83_pierna,kánë,kánë,k á/a n ë,,Constenla2005,1062,,^ k á n ë $,Arhuaco,b
Malayo-83_pierna-1,,Malayo,83_pierna,kɨna,kɨna,k ɨ n a,,Constenla2005,1062,,^ k ɨ n a $,Malayo,b
Chimila-83_pierna-1,,Chimila,83_pierna,dukkwa,dukkwa,d u k w a,,Constenla2005,1066,,^ d u kk w a $,Chimila,c
Chibcha-83_pierna-1,,Chibcha,83_pierna,ɣoka,ɣoka,ɣ o k a,,Constenla2005,1073,,^ ɣ o k a $,Chibcha,
CentralTunebo-83_pierna-1,,CentralTunebo,83_pierna,kus'kaɾa,kus'kaɾa,k u s 'k/k a ɾ a,,Constenla2005,1074,,^ k u s 'k a ɾ a $,CentralTunebo,
Bari-83_pierna-1,,Bari,83_pierna,binĩ,binĩ,b i n ĩ,,Constenla2005,1075,,^ b i n ĩ $,Bari,
LencaSalvador-84_piojo-1,,LencaSalvador,84_piojo,tem,tem,t e m,,Constenla2005,1076,,^ t e m $,LencaSalvador,a
LencaHonduras-84_piojo-1,,LencaHonduras,84_piojo,tem,tem,t e m,,Constenla2005,1076,,^ t e m $,LencaHonduras,a
Cacaopera-84_piojo-1,,Cacaopera,84_piojo,ru,ru,r u,,Constenla2005,1077,,^ r u $,Cacaopera,
Mayangna-84_piojo-1,,Mayangna,84_piojo,u:bak,u:bak,uː b a k,,Constenla2005,1078,,^ u: b a k $,Mayangna,b
Ulwa-84_piojo-1,,Ulwa,84_piojo,u:bak,u:bak,uː b a k,,Constenla2005,1078,,^ u: b a k $,Ulwa,b
Miskito-84_piojo-1,,Miskito,84_piojo,kũa,kũa,k ũ a,,Constenla2005,1078,,^ k ũ a $,Miskito,b
Pech-84_piojo-1,,Pech,84_piojo,ù:,ù:,ùː/uː,,Constenla2005,1078,,^ ù: $,Pech,b
Rama-84_piojo-1,,Rama,84_piojo,kuŋ,kuŋ,k u ŋ,,Constenla2005,1078,,^ k u ŋ $,Rama,b
MalekuJaika-84_piojo-1,,MalekuJaika,84_piojo,ku:,ku:,k uː,,Constenla2005,1078,,^ k u: $,MalekuJaika,b
Boruca-84_piojo-1,,Boruca,84_piojo,kuá,kuá,k u á/a,,Constenla2005,1078,,^ k u á $,Boruca,b
Bribri-84_piojo-1,,Bribri,84_piojo,kṹ,kṹ,k ṹ/ũ,,Constenla2005,1078,,^ k ṹ $,Bribri,b
Cabecar-84_piojo-1,,Cabecar,84_piojo,kṹ,kṹ,k ṹ/ũ,,Constenla2005,1078,,^ k ṹ $,Cabecar,b
Teribe-84_piojo-1,,Teribe,84_piojo,kʰṹŋ,kʰṹŋ,kʰ ṹ/ũ ŋ,,Constenla2005,1078,,^ kʰ ṹ ŋ $,Teribe,b
Ngabere-84_piojo-1,,Ngabere,84_piojo,kɯ̃,kɯ̃,k ɯ̃,,Constenla2005,1078,,^ k ɯ̃ $,Ngabere,b
Buglere-84_piojo-1,,Buglere,84_piojo,kũ,kũ,k ũ,,Constenla2005,1078,,^ k ũ $,Buglere,b
Dorasque-84_piojo-1,,Dorasque,84_piojo,kũ,kũ,k ũ,,Constenla2005,1078,,^ k ũ $,Dorasque,b
SanBlasKuna-84_piojo-1,,SanBlasKuna,84_piojo,ku:,ku:,k uː,,Constenla2005,1078,,^ k u: $,SanBlasKuna,b
Cogui-84_piojo-1,,Cogui,84_piojo,ku'i,ku'i,k u 'i/i,,Constenla2005,1078,,^ k u 'i $,Cogui,b
Arhuaco-84_piojo-1,,Arhuaco,84_piojo,ku,ku,k u,,Constenla2005,1078,,^ k u $,Arhuaco,b
Malayo-84_piojo-1,,Malayo,84_piojo,sanze,sanze,s a n z e,,Constenla2005,1079,,^ s a n z e $,Malayo,
Chimila-84_piojo-1,,Chimila,84_piojo,ku:,ku:,k uː,,Constenla2005,1078,,^ k u: $,Chimila,b
Chibcha-84_piojo-1,,Chibcha,84_piojo,kue,kue,k u e,,Constenla2005,1078,,^ k u e $,Chibcha,b
CentralTunebo-84_piojo-1,,CentralTunebo,84_piojo,'kuɾia,'kuɾia,'k/k u ɾ i a,,Constenla2005,1078,,^ 'k u ɾ i a $,CentralTunebo,b
Bari-84_piojo-1,,Bari,84_piojo,ku,ku,k u,,Constenla2005,1078,,^ k u $,Bari,b
LencaSalvador-85_pluma-1,,LencaSalvador,85_pluma,ʃumah,ʃumah,ʃ u m a h,,Constenla2005,1080,,^ ʃ u m a h $,LencaSalvador,a
LencaHonduras-85_pluma-1,,LencaHonduras,85_pluma,suk,suk,s u k,,Constenla2005,1080,,^ s u k $,LencaHonduras,a
Cacaopera-85_pluma-1,,Cacaopera,85_pluma,diju,diju,d i j u,,Constenla2005,1081,,^ d i j u $,Cacaopera,
Mayangna-85_pluma-1,,Mayangna,85_pluma,butu,butu,b u t u,,Constenla2005,1082,,^ b u t u $,Mayangna,b
Ulwa-85_pluma-1,,Ulwa,85_pluma,butu,butu,b u t u,,Constenla2005,1082,,^ b u t u $,Ulwa,b
Miskito-85_pluma-1,,Miskito,85_pluma,taja,taja,t a j a,,Constenla2005,1083,,^ t a j a $,Miskito,
Pech-85_pluma-1,,Pech,85_pluma,ṹs,ṹs,ṹ/ũ s,,Constenla2005,1084,,^ ṹ s $,Pech,
Rama-85_pluma-1,,Rama,85_pluma,a:bak,a:bak,aː b a k,,Constenla2005,1085,,^ a: b a k $,Rama,
MalekuJaika-85_pluma-1,,MalekuJaika,85_pluma,i:ɬa,i:ɬa,iː ɬ a,,Constenla2005,1086,,^ i: ɬ a $,MalekuJaika,
Boruca-85_pluma-1,,Boruca,85_pluma,ká,ká,k á/a,,Constenla2005,1087,,^ k á $,Boruca,c
Bribri-85_pluma-1,,Bribri,85_pluma,kʊ́,kʊ́,k ʊ́/ʊ,,Constenla2005,1087,,^ k ʊ́ $,Bribri,c
Cabecar-85_pluma-1,,Cabecar,85_pluma,kʊ́,kʊ́,k ʊ́/ʊ,,Constenla2005,1087,,^ k ʊ́ $,Cabecar,c
Teribe-85_pluma-1,,Teribe,85_pluma,zók,zók,z ó/o k,,Constenla2005,1088,,^ z ó k $,Teribe,
Ngabere-85_pluma-1,,Ngabere,85_pluma,kɔ,kɔ,k ɔ,,Constenla2005,1087,,^ k ɔ $,Ngabere,c
Buglere-85_pluma-1,,Buglere,85_pluma,ga,ga,g a,,Constenla2005,1087,,^ g a $,Buglere,c
Dorasque-85_pluma-1,,Dorasque,85_pluma,shũl,shũl,s h ũ l,,Constenla2005,1080,,^ s h ũ l $,Dorasque,a
SanBlasKuna-85_pluma-1,,SanBlasKuna,85_pluma,apsala,apsala,a p s a l a,,Constenla2005,1089,,^ a p s a l a $,SanBlasKuna,d
Cogui-85_pluma-1,,Cogui,85_pluma,gala,gala,g a l a,,Constenla2005,1089,,^ g a l a $,Cogui,d
Arhuaco-85_pluma-1,,Arhuaco,85_pluma,'kwi,'kwi,'k/k w i,,Constenla2005,1090,,^ 'k w i $,Arhuaco,
Malayo-85_pluma-1,,Malayo,85_pluma,dungɨɾa,dungɨɾa,d u n g ɨ ɾ a,,Constenla2005,1089,,^ d u n g ɨ ɾ a $,Malayo,d
Chimila-85_pluma-1,,Chimila,85_pluma,ga:,ga:,g aː,,Constenla2005,1089,,^ g a: $,Chimila,d
Chibcha-85_pluma-1,,Chibcha,85_pluma,ɣaka,ɣaka,ɣ a k a,,Constenla2005,1091,,^ ɣ a k a $,Chibcha,
CentralTunebo-85_pluma-1,,CentralTunebo,85_pluma,ana'ɾa,ana'ɾa,a n 'a/a ɾ a,,Constenla2005,1089,,^ a n a' ɾ a $,CentralTunebo,d
Bari-85_pluma-1,,Bari,85_pluma,ãtĩ,ãtĩ,ã t ĩ,,Constenla2005,1092,,^ ã t ĩ $,Bari,
LencaSalvador-86_pocos-1,,LencaSalvador,86_pocos,tʃ'iNkira,tʃ'iNkira,tʃ 'i/i n k i r a,,Constenla2005,1093,,^ tʃ 'i N k i r a $,LencaSalvador,a
LencaHonduras-86_pocos-1,,LencaHonduras,86_pocos,suntia,suntia,s u n t i a,,Constenla2005,1094,,^ s u n t i a $,LencaHonduras,
Cacaopera-86_pocos-1,,Cacaopera,86_pocos,dambaja,dambaja,d a m b a j a,,Constenla2005,1095,,^ d a m b a j a $,Cacaopera,
Mayangna-86_pocos-1,,Mayangna,86_pocos,wajaki,wajaki,w a j a k i,,Constenla2005,1096,,^ w a j a k i $,Mayangna,b
Ulwa-86_pocos-1,,Ulwa,86_pocos,wajakiki,wajakiki,w a j a k i k i,,Constenla2005,1096,,^ w a j a k i k i $,Ulwa,b
Miskito-86_pocos-1,,Miskito,86_pocos,ria,ria,r i a,,Constenla2005,1097,,^ r i a $,Miskito,
Pech-86_pocos-1,,Pech,86_pocos,pò:kmã̀jh,pò:kmã̀jh,p òː/oː k m ã̀/ã j h,,Constenla2005,1098,,^ p ò: k m ã̀ j h $,Pech,
Rama-86_pocos-1,,Rama,86_pocos,paŋsak baik,paŋsak baik,p a ŋ s a k + b a i k,,Constenla2005,1099,,^ p a ŋ s a k + b a i k $,Rama,
MalekuJaika-86_pocos-1,,MalekuJaika,86_pocos,epe:me taikɬaka:,epe:me taikɬaka:,e p eː m e + t a i k ɬ a k aː,,Constenla2005,1100,,^ e p e: m e + t a i k ɬ a k a: $,MalekuJaika,
Boruca-86_pocos-1,,Boruca,86_pocos,dòdʒéŋ,dòdʒéŋ,d ò/o dʒ é/e ŋ,,Constenla2005,1101,,^ d ò dʒ é ŋ $,Boruca,
Bribri-86_pocos-1,,Bribri,86_pocos,uã̂uã̂d,uã̂uã̂d,u ã̂/ã u ã̂/ã d,,Constenla2005,1102,,^ u ã̂ u ã̂ d $,Bribri,c
Cabecar-86_pocos-1,,Cabecar,86_pocos,hũã́hũã́dã̀ɺà,hũã́hũã́dã̀ɺà,h ũ ã́/ã h ũ ã́/ã d ã̀/ã ɺ à/a,,Constenla2005,1102,,^ h ũ ã́ h ũ ã́ d ã̀ ɺ à $,Cabecar,c
Teribe-86_pocos-1,,Teribe,86_pocos,tíɾàksò,tíɾàksò,t í/i ɾ à/a k s ò/o,,Constenla2005,1093,,^ t í ɾ à k s ò $,Teribe,a
Ngabere-86_pocos-1,,Ngabere,86_pocos,bɾaibe,bɾaibe,b ɾ a i b e,,Constenla2005,1103,,^ b ɾ a i b e $,Ngabere,
Buglere-86_pocos-1,,Buglere,86_pocos,bedre,bedre,b e d r e,,Constenla2005,1104,,^ b e d r e $,Buglere,
Dorasque-86_pocos-1,,Dorasque,86_pocos,hebbil,hebbil,h e b i l,,Constenla2005,1105,,^ h e bb i l $,Dorasque,
SanBlasKuna-86_pocos-1,,SanBlasKuna,86_pocos,itʃekwa,itʃekwa,i tʃ e kʷ a,,Constenla2005,1106,,^ i tʃ e kw a $,SanBlasKuna,
Cogui-86_pocos-1,,Cogui,86_pocos,nauan'gaba,nauan'gaba,n a u a n 'g/g a b a,,Constenla2005,1107,,^ n a u a n 'g a b a $,Cogui,
Arhuaco-86_pocos-1,,Arhuaco,86_pocos,in'gɨ,in'gɨ,i n 'g/g ɨ,,Constenla2005,1108,,^ i n 'g ɨ $,Arhuaco,
Malayo-86_pocos-1,,Malayo,86_pocos,'ungwɨzi,'ungwɨzi,'u/u n gʷ ɨ z i,,Constenla2005,1102,,^ 'u n gw ɨ z i $,Malayo,c
Chimila-86_pocos-1,,Chimila,86_pocos,di:saʔaʔsu,di:saʔaʔsu,d iː s a ʔ a ʔ s u,,Constenla2005,1109,,^ d i: s a ʔ a ʔ s u $,Chimila,
Chibcha-86_pocos-1,,Chibcha,86_pocos,hitʲɨkɨ,hitʲɨkɨ,h i tʲ ɨ k ɨ,,Constenla2005,1110,,^ h i tʲ ɨ k ɨ $,Chibcha,
CentralTunebo-86_pocos-1,,CentralTunebo,86_pocos,'konua,'konua,'k/k o n u a,,Constenla2005,1111,,^ 'k o n u a $,CentralTunebo,
Bari-86_pocos-1,,Bari,86_pocos,kobakkani.,kobakkani.,k o b a k a n i,,Constenla2005,1112,,^ k o b a kk a n i . $,Bari,
LencaSalvador-87_que-1,,LencaSalvador,87_que,kas,kas,k a s,,Constenla2005,1113,,^ k a s $,LencaSalvador,a
LencaHonduras-87_que-1,,LencaHonduras,87_que,kari,kari,k a r i,,Constenla2005,1113,,^ k a r i $,LencaHonduras,a
Cacaopera-87_que-1,,Cacaopera,87_que,pi,pi,p i,,Constenla2005,1114,,^ p i $,Cacaopera,
Mayangna-87_que-1,,Mayangna,87_que,di,di,d i,,Constenla2005,1115,,^ d i $,Mayangna,b
Ulwa-87_que-1,,Ulwa,87_que,di,di,d i,,Constenla2005,1115,,^ d i $,Ulwa,b
Miskito-87_que-1,,Miskito,87_que,dia,dia,d i a,,Constenla2005,1115,,^ d i a $,Miskito,b
Pech-87_que-1,,Pech,87_que,ĩ́,ĩ́,ĩ́/ĩ,,Constenla2005,1116,,^ ĩ́ $,Pech,c
Rama-87_que-1,,Rama,87_que,ja:kal,ja:kal,j aː k a l,,Constenla2005,1116,,^ j a: k a l $,Rama,c
MalekuJaika-87_que-1,,MalekuJaika,87_que,oro:ki,oro:ki,o r oː k i,,Constenla2005,1117,,^ o r o: k i $,MalekuJaika,
Boruca-87_que-1,,Boruca,87_que,í,í,í/i,,Constenla2005,1116,,^ í $,Boruca,c
Bribri-87_que-1,,Bribri,87_que,í,í,í/i,,Constenla2005,1116,,^ í $,Bribri,c
Cabecar-87_que-1,,Cabecar,87_que,hìdʊ́,hìdʊ́,h ì/i d ʊ́/ʊ,,Constenla2005,1116,,^ h ì d ʊ́ $,Cabecar,c
Teribe-87_que-1,,Teribe,87_que,ʒɪ̀,ʒɪ̀,ʒ ɪ̀/ɪ,,Constenla2005,1118,,^ ʒ ɪ̀ $,Teribe,
Ngabere-87_que-1,,Ngabere,87_que,geɾe,geɾe,g e ɾ e,,Constenla2005,1119,,^ g e ɾ e $,Ngabere,
Buglere-87_que-1,,Buglere,87_que,dʒema,dʒema,dʒ e m a,,Constenla2005,1116,,^ dʒ e m a $,Buglere,c
Dorasque-87_que-1,,Dorasque,87_que,ee,ee,e e,,Constenla2005,1120,,^ e e $,Dorasque,
SanBlasKuna-87_que-1,,SanBlasKuna,87_que,ipi,ipi,i p i,,Constenla2005,1116,,^ i p i $,SanBlasKuna,c
Cogui-87_que-1,,Cogui,87_que,hi,hi,h i,,Constenla2005,1116,,^ h i $,Cogui,c
Arhuaco-87_que-1,,Arhuaco,87_que,'inɨ,'inɨ,'i/i n ɨ,,Constenla2005,1116,,^ 'i n ɨ $,Arhuaco,c
Malayo-87_que-1,,Malayo,87_que,ni,ni,n i,,Constenla2005,1115,,^ n i $,Malayo,b
Chimila-87_que-1,,Chimila,87_que,ki:ɾi,ki:ɾi,k iː ɾ i,,Constenla2005,1121,,^ k i: ɾ i $,Chimila,
Chibcha-87_que-1,,Chibcha,87_que,ipkua,ipkua,i p k u a,,Constenla2005,1116,,^ i p k u a $,Chibcha,c
CentralTunebo-87_que-1,,CentralTunebo,87_que,'ikuɾ,'ikuɾ,'i/i k u ɾ,,Constenla2005,1116,,^ 'i k u ɾ $,CentralTunebo,c
Bari-87_que-1,,Bari,87_que,aibi,aibi,a i b i,,Constenla2005,1122,,^ a i b i $,Bari,
LencaSalvador-88_reir-1,,LencaSalvador,88_reir,jolo,jolo,j o l o,,Constenla2005,1123,,^ j o l o $,LencaSalvador,a
LencaHonduras-88_reir-1,,LencaHonduras,88_reir,jol,jol,j o l,,Constenla2005,1123,,^ j o l $,LencaHonduras,a
Cacaopera-88_reir-1,,Cacaopera,88_reir,isnawa,isnawa,i s n a w a,,Constenla2005,1124,,^ i s n a w a $,Cacaopera,
Mayangna-88_reir-1,,Mayangna,88_reir,aɾa,aɾa,a ɾ a,,Constenla2005,1125,,^ a ɾ a $,Mayangna,b
Ulwa-88_reir-1,,Ulwa,88_reir,kawaɾa,kawaɾa,k a w a ɾ a,,Constenla2005,1125,,^ k a w a ɾ a $,Ulwa,b
Miskito-88_reir-1,,Miskito,88_reir,kik,kik,k i k,,Constenla2005,1126,,^ k i k $,Miskito,
