ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
MalekuJaika-26_cortar-1,,MalekuJaika,26_cortar,ɬati:,ɬati:,ɬ a t iː,,Constenla2005,332,,^ ɬ a t i: $,MalekuJaika,
Boruca-26_cortar-1,,Boruca,26_cortar,tàs,tàs,t à/a s,,Constenla2005,330,,^ t à s $,Boruca,b
Bribri-26_cortar-1,,Bribri,26_cortar,tɪ,tɪ,t ɪ,,Constenla2005,333,,^ t ɪ $,Bribri,ch
Cabecar-26_cortar-1,,Cabecar,26_cortar,tɪ,tɪ,t ɪ,,Constenla2005,333,,^ t ɪ $,Cabecar,ch
Teribe-26_cortar-1,,Teribe,26_cortar,zí,zí,z í/i,,Constenla2005,334,,^ z í $,Teribe,
Ngabere-26_cortar-1,,Ngabere,26_cortar,tikekɔ,tikekɔ,t i k e k ɔ,,Constenla2005,333,,^ t i k e k ɔ $,Ngabere,ch
Buglere-26_cortar-1,,Buglere,26_cortar,date,date,d a t e,,Constenla2005,335,,^ d a t e $,Buglere,
Dorasque-26_cortar-1,,Dorasque,26_cortar,togli,togli,t o g l i,,Constenla2005,336,,^ t o g l i $,Dorasque,
SanBlasKuna-26_cortar-1,,SanBlasKuna,26_cortar,sikke,sikke,s i k e,,Constenla2005,337,,^ s i kk e $,SanBlasKuna,
Cogui-26_cortar-1,,Cogui,26_cortar,'men,'men,'m/m e n,,Constenla2005,338,,^ 'm e n $,Cogui,
Arhuaco-26_cortar-1,,Arhuaco,26_cortar,ɾeʔ'beis,ɾeʔ'beis,ɾ e ʔ 'b/b e i s,,Constenla2005,339,,^ ɾ e ʔ 'b e i s $,Arhuaco,
Malayo-26_cortar-1,,Malayo,26_cortar,koʃ,koʃ,k o ʃ,,Constenla2005,340,,^ k o ʃ $,Malayo,
Chimila-26_cortar-1,,Chimila,26_cortar,'ukkwa,'ukkwa,'u/u k w a,,Constenla2005,341,,^ 'u kk w a $,Chimila,
Chibcha-26_cortar-1,,Chibcha,26_cortar,kɨhɨtɨ,kɨhɨtɨ,k ɨ h ɨ t ɨ,,Constenla2005,342,,^ k ɨ h ɨ t ɨ $,Chibcha,
CentralTunebo-26_cortar-1,,CentralTunebo,26_cortar,kwi'ki,kwi'ki,k w i 'k/k i,,Constenla2005,343,,^ k w i 'k i $,CentralTunebo,
Bari-26_cortar-1,,Bari,26_cortar,a:kd,a:kd,aː k d,,Constenla2005,331,,^ a: k d $,Bari,c
LencaSalvador-27_corteza-1,,LencaSalvador,27_corteza,ts'ats'a,ts'ats'a,ts 'a/a ts 'a/a,,Constenla2005,344,,^ ts 'a ts 'a $,LencaSalvador,
LencaHonduras-27_corteza-1,,LencaHonduras,27_corteza,jos,jos,j o s,,Constenla2005,345,,^ j o s $,LencaHonduras,
Cacaopera-27_corteza-1,,Cacaopera,27_corteza,kuta,kuta,k u t a,,Constenla2005,346,,^ k u t a $,Cacaopera,a
Mayangna-27_corteza-1,,Mayangna,27_corteza,utak,utak,u t a k,,Constenla2005,346,,^ u t a k $,Mayangna,a
Ulwa-27_corteza-1,,Ulwa,27_corteza,utak,utak,u t a k,,Constenla2005,346,,^ u t a k $,Ulwa,a
Miskito-27_corteza-1,,Miskito,27_corteza,taja,taja,t a j a,,Constenla2005,347,,^ t a j a $,Miskito,
Pech-27_corteza-1,,Pech,27_corteza,kã́wã̀,kã́wã̀,k ã́/ã w ã̀/ã,,Constenla2005,348,,^ k ã́ w ã̀ $,Pech,
Rama-27_corteza-1,,Rama,27_corteza,u:k,u:k,uː k,,Constenla2005,349,,^ u: k $,Rama,b
MalekuJaika-27_corteza-1,,MalekuJaika,27_corteza,leki:,leki:,l e k iː,,Constenla2005,350,,^ l e k i: $,MalekuJaika,
Boruca-27_corteza-1,,Boruca,27_corteza,kuáʔs,kuáʔs,k u á/a ʔ s,,Constenla2005,349,,^ k u á ʔ s $,Boruca,b
Bribri-27_corteza-1,,Bribri,27_corteza,axkuʊ́,axkuʊ́,a x k u ʊ́/ʊ,,Constenla2005,349,,^ a x k u ʊ́ $,Bribri,b
Cabecar-27_corteza-1,,Cabecar,27_corteza,hkuʊ́,hkuʊ́,h k u ʊ́/ʊ,,Constenla2005,349,,^ h k u ʊ́ $,Cabecar,b
Teribe-27_corteza-1,,Teribe,27_corteza,kuótà,kuótà,k u ó/o t à/a,,Constenla2005,349,,^ k u ó t à $,Teribe,b
Ngabere-27_corteza-1,,Ngabere,27_corteza,kwata,kwata,k w a t a,,Constenla2005,349,,^ k w a t a $,Ngabere,b
Buglere-27_corteza-1,,Buglere,27_corteza,kwaɾa,kwaɾa,k w a ɾ a,,Constenla2005,349,,^ k w a ɾ a $,Buglere,b
Dorasque-27_corteza-1,,Dorasque,27_corteza,ugá,ugá,u g á/a,,Constenla2005,349,,^ u g á $,Dorasque,b
SanBlasKuna-27_corteza-1,,SanBlasKuna,27_corteza,ukka,ukka,u k a,,Constenla2005,349,,^ u kk a $,SanBlasKuna,b
Cogui-27_corteza-1,,Cogui,27_corteza,huba,huba,h u b a,,Constenla2005,351,,^ h u b a $,Cogui,c
Arhuaco-27_corteza-1,,Arhuaco,27_corteza,'zomɨ,'zomɨ,'z/z o m ɨ,,Constenla2005,352,,^ 'z o m ɨ $,Arhuaco,ch
Malayo-27_corteza-1,,Malayo,27_corteza,ʒoma,ʒoma,ʒ o m a,,Constenla2005,352,,^ ʒ o m a $,Malayo,ch
Chimila-27_corteza-1,,Chimila,27_corteza,ma:nta,ma:nta,m aː n t a,,Constenla2005,353,,^ m a: n t a $,Chimila,
Chibcha-27_corteza-1,,Chibcha,27_corteza,huka,huka,h u k a,,Constenla2005,349,,^ h u k a $,Chibcha,b
CentralTunebo-27_corteza-1,,CentralTunebo,27_corteza,u'ma,u'ma,u 'm/m a,,Constenla2005,351,,^ u 'm a $,CentralTunebo,c
Bari-27_corteza-1,,Bari,27_corteza,aɨksu,aɨksu,a ɨ k s u,,Constenla2005,354,,^ a ɨ k s u $,Bari,
LencaSalvador-28_cuatro-1,,LencaSalvador,28_cuatro,sa,sa,s a,,Constenla2005,355,,^ s a $,LencaSalvador,
LencaHonduras-28_cuatro-1,,LencaHonduras,28_cuatro,aɾia,aɾia,a ɾ i a,,Constenla2005,356,,^ a ɾ i a $,LencaHonduras,a
Cacaopera-28_cuatro-1,,Cacaopera,28_cuatro,butaru,butaru,b u t a r u,,Constenla2005,357,,^ b u t a r u $,Cacaopera,
Mayangna-28_cuatro-1,,Mayangna,28_cuatro,arunka,arunka,a r u n k a,,Constenla2005,356,,^ a r u n k a $,Mayangna,a
Ulwa-28_cuatro-1,,Ulwa,28_cuatro,arunka,arunka,a r u n k a,,Constenla2005,356,,^ a r u n k a $,Ulwa,a
Miskito-28_cuatro-1,,Miskito,28_cuatro,walhwal,walhwal,w a l h w a l,,Constenla2005,358,,^ w a l h w a l $,Miskito,
Pech-28_cuatro-1,,Pech,28_cuatro,kàh,kàh,k à/a h,,Constenla2005,359,,^ k à h $,Pech,
Rama-28_cuatro-1,,Rama,28_cuatro,kunkunbi,kunkunbi,k u n k u n b i,,Constenla2005,360,,^ k u n k u n b i $,Rama,
MalekuJaika-28_cuatro-1,,MalekuJaika,28_cuatro,pake:kiri:,pake:kiri:,p a k eː k i r iː,,Constenla2005,361,,^ p a k e: k i r i: $,MalekuJaika,b
Boruca-28_cuatro-1,,Boruca,28_cuatro,báxkàŋ,báxkàŋ,b á/a x k à/a ŋ,,Constenla2005,361,,^ b á x k à ŋ $,Boruca,b
Bribri-28_cuatro-1,,Bribri,28_cuatro,tkɪ,tkɪ,t k ɪ,,Constenla2005,361,,^ t k ɪ $,Bribri,b
Cabecar-28_cuatro-1,,Cabecar,28_cuatro,tki,tki,t k i,,Constenla2005,361,,^ t k i $,Cabecar,b
Teribe-28_cuatro-1,,Teribe,28_cuatro,bkíŋ,bkíŋ,b k í/i ŋ,,Constenla2005,361,,^ b k í ŋ $,Teribe,b
Ngabere-28_cuatro-1,,Ngabere,28_cuatro,bɔkɔ,bɔkɔ,b ɔ k ɔ,,Constenla2005,361,,^ b ɔ k ɔ $,Ngabere,b
Buglere-28_cuatro-1,,Buglere,28_cuatro,baga,baga,b a g a,,Constenla2005,361,,^ b a g a $,Buglere,b
Dorasque-28_cuatro-1,,Dorasque,28_cuatro,paka,paka,p a k a,,Constenla2005,361,,^ p a k a $,Dorasque,b
SanBlasKuna-28_cuatro-1,,SanBlasKuna,28_cuatro,pakke,pakke,p a k e,,Constenla2005,361,,^ p a kk e $,SanBlasKuna,b
Cogui-28_cuatro-1,,Cogui,28_cuatro,ma'keua,ma'keua,m a 'k/k e u a,,Constenla2005,361,,^ m a 'k e u a $,Cogui,b
Arhuaco-28_cuatro-1,,Arhuaco,28_cuatro,maʔ'keiwa,maʔ'keiwa,m a ʔ 'k/k e i w a,,Constenla2005,361,,^ m a ʔ 'k e i w a $,Arhuaco,b
Malayo-28_cuatro-1,,Malayo,28_cuatro,makegwa,makegwa,m a k e gʷ a,,Constenla2005,361,,^ m a k e gw a $,Malayo,b
Chimila-28_cuatro-1,,Chimila,28_cuatro,bridʒeʔe,bridʒeʔe,b r i dʒ e ʔ e,,Constenla2005,362,,^ b r i dʒ e ʔ e $,Chimila,
Chibcha-28_cuatro-1,,Chibcha,28_cuatro,mɨhɨka,mɨhɨka,m ɨ h ɨ k a,,Constenla2005,361,,^ m ɨ h ɨ k a $,Chibcha,b
CentralTunebo-28_cuatro-1,,CentralTunebo,28_cuatro,ba'kaja,ba'kaja,b 'a/a k a j a,,Constenla2005,361,,^ b a' k a j a $,CentralTunebo,b
Bari-28_cuatro-1,,Bari,28_cuatro,asanikdãɪ̃,asanikdãɪ̃,a s a n i k d ã ɪ̃,,Constenla2005,363,,^ a s a n i k d ã ɪ̃ $,Bari,
LencaSalvador-29_cuello-1,,LencaSalvador,29_cuello,t'aNt'aN,t'aNt'aN,t 'a/a n t 'a/a n,,Constenla2005,364,,^ t 'a N t 'a N $,LencaSalvador,
LencaHonduras-29_cuello-1,,LencaHonduras,29_cuello,sala,sala,s a l a,,Constenla2005,365,,^ s a l a $,LencaHonduras,
Cacaopera-29_cuello-1,,Cacaopera,29_cuello,tsaw,tsaw,ts a w,,Constenla2005,366,,^ ts a w $,Cacaopera,
Mayangna-29_cuello-1,,Mayangna,29_cuello,dimak,dimak,d i m a k,,Constenla2005,367,,^ d i m a k $,Mayangna,
Ulwa-29_cuello-1,,Ulwa,29_cuello,ma:mak,ma:mak,m aː m a k,,Constenla2005,368,,^ m a: m a k $,Ulwa,
Miskito-29_cuello-1,,Miskito,29_cuello,nana,nana,n a n a,,Constenla2005,369,,^ n a n a $,Miskito,a
Pech-29_cuello-1,,Pech,29_cuello,táwásã́,táwásã́,t á/a w á/a s ã́/ã,,Constenla2005,370,,^ t á w á s ã́ $,Pech,
Rama-29_cuello-1,,Rama,29_cuello,ki:ŋkat,ki:ŋkat,k iː ŋ k a t,,Constenla2005,371,,^ k i: ŋ k a t $,Rama,
MalekuJaika-29_cuello-1,,MalekuJaika,29_cuello,ko:lo,ko:lo,k oː l o,,Constenla2005,372,,^ k o: l o $,MalekuJaika,b
Boruca-29_cuello-1,,Boruca,29_cuello,ìŋsá,ìŋsá,ì/i ŋ s á/a,,Constenla2005,373,,^ ì ŋ s á $,Boruca,
Bribri-29_cuello-1,,Bribri,29_cuello,kuɺǐʔ,kuɺǐʔ,k u ɺ ǐ/i ʔ,,Constenla2005,374,,^ k u ɺ ǐ ʔ $,Bribri,c
Cabecar-29_cuello-1,,Cabecar,29_cuello,kulí,kulí,k u l í/i,,Constenla2005,374,,^ k u l í $,Cabecar,c
Teribe-29_cuello-1,,Teribe,29_cuello,bɪ̀ŋdó,bɪ̀ŋdó,b ɪ̀/ɪ ŋ d ó/o,,Constenla2005,375,,^ b ɪ̀ ŋ d ó $,Teribe,
Ngabere-29_cuello-1,,Ngabere,29_cuello,ɾɔɾɔ,ɾɔɾɔ,ɾ ɔ ɾ ɔ,,Constenla2005,369,,^ ɾ ɔ ɾ ɔ $,Ngabere,a
Buglere-29_cuello-1,,Buglere,29_cuello,siɾoska,siɾoska,s i ɾ o s k a,,Constenla2005,376,,^ s i ɾ o s k a $,Buglere,
Dorasque-29_cuello-1,,Dorasque,29_cuello,polé,polé,p o l é/e,,Constenla2005,377,,^ p o l é $,Dorasque,ch
SanBlasKuna-29_cuello-1,,SanBlasKuna,29_cuello,tukkarwala,tukkarwala,t u k a r w a l a,,Constenla2005,378,,^ t u kk a r w a l a $,SanBlasKuna,
Cogui-29_cuello-1,,Cogui,29_cuello,'gagla,'gagla,'g/g a g l a,,Constenla2005,372,,^ 'g a g l a $,Cogui,b
Arhuaco-29_cuello-1,,Arhuaco,29_cuello,'gaʔnɨ,'gaʔnɨ,'g/g a ʔ n ɨ,,Constenla2005,372,,^ 'g a ʔ n ɨ $,Arhuaco,b
Malayo-29_cuello-1,,Malayo,29_cuello,'gana,'gana,'g/g a n a,,Constenla2005,372,,^ 'g a n a $,Malayo,b
Chimila-29_cuello-1,,Chimila,29_cuello,'ɾuggwaʔ,'ɾuggwaʔ,'ɾ/ɾ u g w a ʔ,,Constenla2005,379,,^ 'ɾ u gg w a ʔ $,Chimila,
Chibcha-29_cuello-1,,Chibcha,29_cuello,gɨ,gɨ,g ɨ,,Constenla2005,372,,^ g ɨ $,Chibcha,b
CentralTunebo-29_cuello-1,,CentralTunebo,29_cuello,'jaʔnkukaɾa,'jaʔnkukaɾa,'j/j a ʔ n k u k a ɾ a,,Constenla2005,380,,^ 'j a ʔ n k u k a ɾ a $,CentralTunebo,
Bari-29_cuello-1,,Bari,29_cuello,bo:,bo:,b oː,,Constenla2005,377,,^ b o: $,Bari,ch
LencaSalvador-30_dar-1,,LencaSalvador,30_dar,mik,mik,m i k,,Constenla2005,381,,^ m i k $,LencaSalvador,a
LencaHonduras-30_dar-1,,LencaHonduras,30_dar,jaɾ,jaɾ,j a ɾ,,Constenla2005,382,,^ j a ɾ $,LencaHonduras,
Cacaopera-30_dar-1,,Cacaopera,30_dar,a,a,a,,Constenla2005,383,,^ a $,Cacaopera,b
Mayangna-30_dar-1,,Mayangna,30_dar,a:,a:,aː,,Constenla2005,383,,^ a: $,Mayangna,b
Ulwa-30_dar-1,,Ulwa,30_dar,a:,a:,aː,,Constenla2005,383,,^ a: $,Ulwa,b
Miskito-30_dar-1,,Miskito,30_dar,k,k,k,,Constenla2005,384,,^ k $,Miskito,
Pech-30_dar-1,,Pech,30_dar,ã̀h,ã̀h,ã̀/ã h,,Constenla2005,383,,^ ã̀ h $,Pech,b
Rama-30_dar-1,,Rama,30_dar,taŋ,taŋ,t a ŋ,,Constenla2005,385,,^ t a ŋ $,Rama,c
MalekuJaika-30_dar-1,,MalekuJaika,30_dar,ta:,ta:,t aː,,Constenla2005,385,,^ t a: $,MalekuJaika,c
Boruca-30_dar-1,,Boruca,30_dar,dóʔ,dóʔ,d ó/o ʔ,,Constenla2005,386,,^ d ó ʔ $,Boruca,ch
Bribri-30_dar-1,,Bribri,30_dar,abẽ,abẽ,a b ẽ,,Constenla2005,387,,^ a b ẽ $,Bribri,d
Cabecar-30_dar-1,,Cabecar,30_dar,bẽ,bẽ,b ẽ,,Constenla2005,387,,^ b ẽ $,Cabecar,d
Teribe-30_dar-1,,Teribe,30_dar,sɪ́ŋ,sɪ́ŋ,s ɪ́/ɪ ŋ,,Constenla2005,388,,^ s ɪ́ ŋ $,Teribe,
Ngabere-30_dar-1,,Ngabere,30_dar,bĩ,bĩ,b ĩ,,Constenla2005,387,,^ b ĩ $,Ngabere,d
Buglere-30_dar-1,,Buglere,30_dar,kete,kete,k e t e,,Constenla2005,389,,^ k e t e $,Buglere,
Dorasque-30_dar-1,,Dorasque,30_dar,do,do,d o,,Constenla2005,386,,^ d o $,Dorasque,ch
SanBlasKuna-30_dar-1,,SanBlasKuna,30_dar,ukke,ukke,u k e,,Constenla2005,390,,^ u kk e $,SanBlasKuna,
Cogui-30_dar-1,,Cogui,30_dar,a'kau,a'kau,a 'k/k a u,,Constenla2005,391,,^ a 'k a u $,Cogui,e
Arhuaco-30_dar-1,,Arhuaco,30_dar,aʔ'wes,aʔ'wes,a ʔ 'w/w e s,,Constenla2005,392,,^ a ʔ 'w e s $,Arhuaco,
Malayo-30_dar-1,,Malayo,30_dar,akau,akau,a k a u,,Constenla2005,391,,^ a k a u $,Malayo,e
Chimila-30_dar-1,,Chimila,30_dar,seʔdʒdʒaʔ,seʔdʒdʒaʔ,s e ʔ dʒ dʒ a ʔ,,Constenla2005,393,,^ s e ʔ dʒ dʒ a ʔ $,Chimila,
Chibcha-30_dar-1,,Chibcha,30_dar,nɨ,nɨ,n ɨ,,Constenla2005,385,,^ n ɨ $,Chibcha,c
CentralTunebo-30_dar-1,,CentralTunebo,30_dar,'wik,'wik,'w/w i k,,Constenla2005,381,,^ 'w i k $,CentralTunebo,a
Bari-30_dar-1,,Bari,30_dar,ina,ina,i n a,,Constenla2005,385,,^ i n a $,Bari,c
LencaSalvador-31_decir-1,,LencaSalvador,31_decir,aj,aj,a j,,Constenla2005,394,,^ a j $,LencaSalvador,a
LencaHonduras-31_decir-1,,LencaHonduras,31_decir,aj,aj,a j,,Constenla2005,394,,^ a j $,LencaHonduras,a
Cacaopera-31_decir-1,,Cacaopera,31_decir,na,na,n a,,Constenla2005,395,,^ n a $,Cacaopera,
Mayangna-31_decir-1,,Mayangna,31_decir,at,at,a t,,Constenla2005,396,,^ a t $,Mayangna,b
Ulwa-31_decir-1,,Ulwa,31_decir,at,at,a t,,Constenla2005,396,,^ a t $,Ulwa,b
Miskito-31_decir-1,,Miskito,31_decir,wi,wi,w i,,Constenla2005,397,,^ w i $,Miskito,
Pech-31_decir-1,,Pech,31_decir,tìʔ,tìʔ,t ì/i ʔ,,Constenla2005,398,,^ t ì ʔ $,Pech,
Rama-31_decir-1,,Rama,31_decir,auŋ,auŋ,a u ŋ,,Constenla2005,399,,^ a u ŋ $,Rama,
MalekuJaika-31_decir-1,,MalekuJaika,31_decir,ki:,ki:,k iː,,Constenla2005,400,,^ k i: $,MalekuJaika,c
Boruca-31_decir-1,,Boruca,31_decir,dʒuàk,dʒuàk,dʒ u à/a k,,Constenla2005,401,,^ dʒ u à k $,Boruca,ch
Bribri-31_decir-1,,Bribri,31_decir,dʒɪ,dʒɪ,dʒ ɪ,,Constenla2005,400,,^ dʒ ɪ $,Bribri,c
Cabecar-31_decir-1,,Cabecar,31_decir,dʒɪ,dʒɪ,dʒ ɪ,,Constenla2005,400,,^ dʒ ɪ $,Cabecar,c
Teribe-31_decir-1,,Teribe,31_decir,ɺí,ɺí,ɺ í/i,,Constenla2005,402,,^ ɺ í $,Teribe,
Ngabere-31_decir-1,,Ngabere,31_decir,ŋeɾe,ŋeɾe,ŋ e ɾ e,,Constenla2005,403,,^ ŋ e ɾ e $,Ngabere,
Buglere-31_decir-1,,Buglere,31_decir,dgwenedu,dgwenedu,d gʷ e n e d u,,Constenla2005,404,,^ d gw e n e d u $,Buglere,
SanBlasKuna-31_decir-1,,SanBlasKuna,31_decir,soke,soke,s o k e,,Constenla2005,401,,^ s o k e $,SanBlasKuna,ch
Cogui-31_decir-1,,Cogui,31_decir,'guaʃ,'guaʃ,'g/g u a ʃ,,Constenla2005,401,,^ 'g u a ʃ $,Cogui,ch
Arhuaco-31_decir-1,,Arhuaco,31_decir,gwak,gwak,gʷ a k,,Constenla2005,401,,^ gw a k $,Arhuaco,ch
Malayo-31_decir-1,,Malayo,31_decir,gwaʃ,gwaʃ,gʷ a ʃ,,Constenla2005,401,,^ gw a ʃ $,Malayo,ch
Chimila-31_decir-1,,Chimila,31_decir,dʒakk,dʒakk,dʒ a k,,Constenla2005,406,,^ dʒ a kk $,Chimila,
Chibcha-31_decir-1,,Chibcha,31_decir,gu,gu,g u,,Constenla2005,401,,^ g u $,Chibcha,ch
CentralTunebo-31_decir-1,,CentralTunebo,31_decir,wa'ki,wa'ki,w 'a/a k i,,Constenla2005,401,,^ w a' k i $,CentralTunebo,ch
Bari-31_decir-1,,Bari,31_decir,ib,ib,i b,,Constenla2005,407,,^ i b $,Bari,
LencaSalvador-32_diente-1,,LencaSalvador,32_diente,neh,neh,n e h,,Constenla2005,408,,^ n e h $,LencaSalvador,a
LencaHonduras-32_diente-1,,LencaHonduras,32_diente,nek,nek,n e k,,Constenla2005,408,,^ n e k $,LencaHonduras,a
Cacaopera-32_diente-1,,Cacaopera,32_diente,nini,nini,n i n i,,Constenla2005,408,,^ n i n i $,Cacaopera,a
Mayangna-32_diente-1,,Mayangna,32_diente,ana,ana,a n a,,Constenla2005,409,,^ a n a $,Mayangna,b
Ulwa-32_diente-1,,Ulwa,32_diente,ana,ana,a n a,,Constenla2005,409,,^ a n a $,Ulwa,b
Miskito-32_diente-1,,Miskito,32_diente,napa,napa,n a p a,,Constenla2005,409,,^ n a p a $,Miskito,b
Pech-32_diente-1,,Pech,32_diente,kĩ́ʔ,kĩ́ʔ,k ĩ́/ĩ ʔ,,Constenla2005,410,,^ k ĩ́ ʔ $,Pech,
Rama-32_diente-1,,Rama,32_diente,si:k,si:k,s iː k,,Constenla2005,408,,^ s i: k $,Rama,a
MalekuJaika-32_diente-1,,MalekuJaika,32_diente,oka:,oka:,o k aː,,Constenla2005,411,,^ o k a: $,MalekuJaika,c
Boruca-32_diente-1,,Boruca,32_diente,síʔ,síʔ,s í/i ʔ,,Constenla2005,412,,^ s í ʔ $,Boruca,
Bribri-32_diente-1,,Bribri,32_diente,aká,aká,a k á/a,,Constenla2005,411,,^ a k á $,Bribri,c
Cabecar-32_diente-1,,Cabecar,32_diente,kà,kà,k à/a,,Constenla2005,411,,^ k à $,Cabecar,c
Teribe-32_diente-1,,Teribe,32_diente,kòuó,kòuó,k ò/o u ó/o,,Constenla2005,411,,^ k ò u ó $,Teribe,c
Ngabere-32_diente-1,,Ngabere,32_diente,tu,tu,t u,,Constenla2005,413,,^ t u $,Ngabere,ch
Buglere-32_diente-1,,Buglere,32_diente,dau,dau,d a u,,Constenla2005,414,,^ d a u $,Buglere,
Dorasque-32_diente-1,,Dorasque,32_diente,su,su,s u,,Constenla2005,413,,^ s u $,Dorasque,ch
SanBlasKuna-32_diente-1,,SanBlasKuna,32_diente,nukala,nukala,n u k a l a,,Constenla2005,413,,^ n u k a l a $,SanBlasKuna,ch
Cogui-32_diente-1,,Cogui,32_diente,hu'ala,hu'ala,h u 'a/a l a,,Constenla2005,415,,^ h u 'a l a $,Cogui,
Arhuaco-32_diente-1,,Arhuaco,32_diente,'kəkkɨ,'kəkkɨ,'k/k ə k ɨ,,Constenla2005,416,,^ 'k ə kk ɨ $,Arhuaco,d
Malayo-32_diente-1,,Malayo,32_diente,kɨ'kka,kɨ'kka,k ɨ 'k/k a,,Constenla2005,416,,^ k ɨ 'kk a $,Malayo,d
Chimila-32_diente-1,,Chimila,32_diente,di:,di:,d iː,,Constenla2005,408,,^ d i: $,Chimila,a
Chibcha-32_diente-1,,Chibcha,32_diente,sika,sika,s i k a,,Constenla2005,408,,^ s i k a $,Chibcha,a
CentralTunebo-32_diente-1,,CentralTunebo,32_diente,'ɾuʔɾa,'ɾuʔɾa,'ɾ/ɾ u ʔ ɾ a,,Constenla2005,417,,^ 'ɾ u ʔ ɾ a $,CentralTunebo,e
Bari-32_diente-1,,Bari,32_diente,nunu:,nunu:,n u n uː,,Constenla2005,417,,^ n u n u: $,Bari,e
LencaSalvador-33_dormir-1,,LencaSalvador,33_dormir,pa,pa,p a,,Constenla2005,418,,^ p a $,LencaSalvador,
LencaHonduras-33_dormir-1,,LencaHonduras,33_dormir,saɾ,saɾ,s a ɾ,,Constenla2005,419,,^ s a ɾ $,LencaHonduras,a
Cacaopera-33_dormir-1,,Cacaopera,33_dormir,jabuna,jabuna,j a b u n a,,Constenla2005,420,,^ j a b u n a $,Cacaopera,b
Mayangna-33_dormir-1,,Mayangna,33_dormir,kami,kami,k a m i,,Constenla2005,421,,^ k a m i $,Mayangna,c
Ulwa-33_dormir-1,,Ulwa,33_dormir,ama,ama,a m a,,Constenla2005,421,,^ a m a $,Ulwa,c
Miskito-33_dormir-1,,Miskito,33_dormir,jap,jap,j a p,,Constenla2005,420,,^ j a p $,Miskito,b
Pech-33_dormir-1,,Pech,33_dormir,ók,ók,ó/o k,,Constenla2005,422,,^ ó k $,Pech,
Rama-33_dormir-1,,Rama,33_dormir,kami,kami,k a m i,,Constenla2005,421,,^ k a m i $,Rama,c
MalekuJaika-33_dormir-1,,MalekuJaika,33_dormir,tʃu:xi,tʃu:xi,tʃ uː x i,,Constenla2005,423,,^ tʃ u: x i $,MalekuJaika,
Boruca-33_dormir-1,,Boruca,33_dormir,kàb,kàb,k à/a b,,Constenla2005,421,,^ k à b $,Boruca,c
Bribri-33_dormir-1,,Bribri,33_dormir,kapɪ,kapɪ,k a p ɪ,,Constenla2005,421,,^ k a p ɪ $,Bribri,c
Cabecar-33_dormir-1,,Cabecar,33_dormir,kapɪ,kapɪ,k a p ɪ,,Constenla2005,421,,^ k a p ɪ $,Cabecar,c
Teribe-33_dormir-1,,Teribe,33_dormir,pɪ́,pɪ́,p ɪ́/ɪ,,Constenla2005,421,,^ p ɪ́ $,Teribe,c
Ngabere-33_dormir-1,,Ngabere,33_dormir,kimɪ̃,kimɪ̃,k i m ɪ̃,,Constenla2005,421,,^ k i m ɪ̃ $,Ngabere,c
Buglere-33_dormir-1,,Buglere,33_dormir,gbe,gbe,g b e,,Constenla2005,421,,^ g b e $,Buglere,c
Dorasque-33_dormir-1,,Dorasque,33_dormir,kabi,kabi,k a b i,,Constenla2005,421,,^ k a b i $,Dorasque,c
SanBlasKuna-33_dormir-1,,SanBlasKuna,33_dormir,kape,kape,k a p e,,Constenla2005,421,,^ k a p e $,SanBlasKuna,c
Cogui-33_dormir-1,,Cogui,33_dormir,ka'ba,ka'ba,k a 'b/b a,,Constenla2005,421,,^ k a 'b a $,Cogui,c
Arhuaco-33_dormir-1,,Arhuaco,33_dormir,'kəmm,'kəmm,'k/k ə m,,Constenla2005,421,,^ 'k ə mm $,Arhuaco,c
Malayo-33_dormir-1,,Malayo,33_dormir,kɨũ,kɨũ,k ɨ ũ,,Constenla2005,421,,^ k ɨ ũ $,Malayo,c
Chimila-33_dormir-1,,Chimila,33_dormir,sa:ɾa,sa:ɾa,s aː ɾ a,,Constenla2005,419,,^ s a: ɾ a $,Chimila,a
Chibcha-33_dormir-1,,Chibcha,33_dormir,kɨβɨ,kɨβɨ,k ɨ β ɨ,,Constenla2005,421,,^ k ɨ β ɨ $,Chibcha,c
CentralTunebo-33_dormir-1,,CentralTunebo,33_dormir,'kami,'kami,'k/k a m i,,Constenla2005,421,,^ 'k a m i $,CentralTunebo,c
Bari-33_dormir-1,,Bari,33_dormir,kab,kab,k a b,,Constenla2005,421,,^ k a b $,Bari,c
LencaSalvador-34_dos-1,,LencaSalvador,34_dos,pe,pe,p e,,Constenla2005,424,,^ p e $,LencaSalvador,a
LencaHonduras-34_dos-1,,LencaHonduras,34_dos,pe,pe,p e,,Constenla2005,424,,^ p e $,LencaHonduras,a
Cacaopera-34_dos-1,,Cacaopera,34_dos,buru,buru,b u r u,,Constenla2005,424,,^ b u r u $,Cacaopera,a
Mayangna-34_dos-1,,Mayangna,34_dos,bu,bu,b u,,Constenla2005,424,,^ b u $,Mayangna,a
Ulwa-34_dos-1,,Ulwa,34_dos,bu,bu,b u,,Constenla2005,424,,^ b u $,Ulwa,a
Miskito-34_dos-1,,Miskito,34_dos,wal,wal,w a l,,Constenla2005,425,,^ w a l $,Miskito,
