Family,Language,ID,Gloss Link,GLOSS,Orthographic Form,Phonemicized Form,Gloss as in Source,Etymology Code,Proto-Form,Proto-Language,Loan Source,Wanderwort Status,Etyma Set,Etymology Notes,General Notes,Source
Arawakan,Achagua,48,/lexical/feature/425,hair (of head),cabello,cabelo,body,,wíta 'baina: ('cabeza' +?),wíta 'baina: ('cabeza' +?),,inheritance,,,see feather,,
Arawakan,Achagua,48,/lexical/feature/426,hand,mano,mão,body,,ká:hi,ká:hi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,lija/ ruja,lija/ ruja,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/428,head,cabeza,cabeça,body,,wíta,wíta,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/430,heavy,pesado,pesado,quality,,kadúkuni:,kadúkuni:,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/435,how?,como,como,grammar,,"úhni:…-kaa, léhta","úhni:…-kaa, léhta",,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/558,1sg,yo,eu,grammar,,nuja,nuja,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/437,if,si,se,grammar,,"kita, ktate","kita, ktate",,,,,,,
Arawakan,Achagua,48,/lexical/feature/438,in/inside,"dentro, adentro",dentro,location,,"já:wiʒiku, liku","já:wiʒiku, liku",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/439,intestines,intestinos,intestinos,body,,íjakua:,íjakua:,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/444,lake,lago,lago,environment,,kalísa,kalísa,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/446,leaf,hoja,folha,environment,,bánabai,bánabai,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/447,left/left hand,izquierdo,esquerdo,location/body,,apáulikuehe,apáulikuehe,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/580,leg/foot,pierna,perna,body,,"húi: (M), káwa","húi: (M), káwa",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/450,lightning,"rayo, relámpago",relampago,environment,,é:nu,é:nu,,semantic shift,,,thunder,,
Arawakan,Achagua,48,/lexical/feature/452,liver,hígado,figado,body,,tʃáaliʃi,tʃáaliʃi,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/453,long,largo,"comprido, longo",quality,,matʃéenii,matʃéenii,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/454,louse,"piollo, piojo",piolho,fauna,,witeniʃi,witeniʃi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/581,man/male,hombre,homem,human,,waʃíalikua,waʃíalikua,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/457,meat/flesh,carne,carne,fauna,,í:naʃi,í:naʃi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/458,moon,luna,lua,environment,,kéeri,kéeri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/460,mother,"madre, mamá",mãe,kinship,,túwa,túwa,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/461,mouth,boca,boca,body,,núma,núma,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/462,name,nombre,nome,human,,hiʔinaʃi,hiʔinaʃi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/464,near/close,cerca de,perto,quality,,urúni,urúni,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/463,nape,"base del cuello, nuca",nuca,body,,,,,,,,,,
Arawakan,Achagua,48,/lexical/feature/465,neck,cuello,pescoço,body,,wáaʃi,wáaʃi,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/466,new,nuevo,novo,quality,,wá:li,wá:li,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/467,night,noche,noite,time,,táaje,táaje,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/468,no/not,no,não,grammar,,hókai,hókai,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/469,nose,nariz,nariz,body,,dáku,dáku,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/470,old,viejo,velho,quality,,salírani,salírani,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/471,one,uno,um,number,,ba- (dp91),ba- (dp91),,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/473,other,otro,outro,grammar,,áabi,áabi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/474,pain/painful/sick,"dolor, doloroso, enfermo","dor, doloroso, doente",body,,bálinakua,bálinakua,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/475,person/human being,persona,pessoa,human,,chóniwa (w&l),,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/477,rain,lluvia,chuva,environment,,ú:nia,ú:nia,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/478,red,rojo,vermelho,colour,,kírai,kírai,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/479,right/right hand,derecha,direita,location/body,,sáikakitehe,sáikakitehe,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/480,road/path,camino,caminho,manufacture,,"iníhba, jáhbaa (h&r)","iníhba, jáhbaa (h&r)",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/481,root,raíz,raiz,flora,,-hítʃu,-hítʃu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/483,rotten,podrido,podre,quality,,"bádáiʒiú, iʒídui","bádáiʒiú, iʒídui",,inheritance; unknown,,,,,
Arawakan,Achagua,48,/lexical/feature/484,sand,arena,areia,environment,,kái-na,kái-na,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/488,sharp,"afilado, filudo, filoso",afiado,quality,,"ké:mai, ké:ʒa","ké:mai, ké:ʒa",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/490,short,corto,curto,quality,,tʃúkui,tʃúkui,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/491,shoulder,hombro,ombro,body,,séhkuʃi,séhkuʃi,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/492,shy/ashamed,"tímido, vergonzoso","timido, com vergonha",mental,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/494,skin,piel,pele,body,,mana:,mana:,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/495,sky,cielo,céu,environment,,é:ʒi,é:ʒi,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/497,small,pequeño,pequeno,quality,,húbee,húbee,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/498,smoke,humo,fumaça,environment,,í:sa,í:sa,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/509,star,estrella,estrela,environment,,sáalii,sá:lii,,doubtful loan,,,Carib,,
Arawakan,Achagua,48,/lexical/feature/511,stick/wood,palo,"pau, vara",flora,,áikuba,áikuba,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/512,stone,piedra,pedra,environment,,i:ba,i:ba,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/517,tail,"cola, rabo",rabo,body,,íiʃíʃi,íiʃíʃi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/518,that,ese/esa,esse,grammar,,liára,liára,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/561,3pl,ellos/ellas,eles/elas,grammar,,najá,najá,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/521,thick,"grueso, gordo, espeso",grosso,quality,,"manuáhuí, banítái","manuáhuí, banítái",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/522,thin,delgado,fino,quality,,áulakue,áulakue,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/524,this,este/esta,este,grammar,,liáni; lée (h&r),liáni; lé: (h&r),,unknown,,,,,
Arawakan,Achagua,48,/lexical/feature/560,2sg,xx,xx,grammar,,hija,hija,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/527,throat,garganta,garganta,body,,wá:,wá:,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/526,three,tres,tres,number,,matáli,matáli,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/529,thunder,truenos,trovão,environment,,túʒunau; éenu (R01),túʒunau; éenu (R01),,unique; inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/367,bite,morder,morder,body,,já:amua,já:amua,,unique; inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/370,blow,soplar,soprar,body,,húhuneda,húhuneda,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/377,breathe,respirar,respirar,body,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/378,burn,quemar,queimar,environment,,éma,éma,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/379,chew,"masticar, mascar",mastigar,body,,jámuederi,jámuederi,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/381,climb,subir,subir,motion,,íireriu,íireriu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/384,come,venir,vir,motion,,í:nu,í:nu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/385,cook,cocinar,cozinhar,impact,,tʃáneri,tʃáneri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/387,count,contar,contar,mental,,hútaderi,hútaderi,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/388,cry,llorar,chorar,mental,,íitʃeri,íitʃeri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/389,cut/hack,cortar,cortar,impact,,"í:hu, wítʃuéda","í:hu, wítʃuéda",,unknown; inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/391,die/be dead,morir,morrer,state,,mánali:,mánali:,,unknown; inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/392,dig,cavar,cavar,impact,,kéni,kéni,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/397,dream,soñar,sonhar,mental,,dáhuneriu,dáhuneriu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/398,drink,"beber, tomar",beber,body,,"í:reri, íra","í:reri, íra",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/404,eat,comer,comer,body,,íja,íja,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/408,fall,caer,cair,motion,,káu,káu,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/412,fear,miedo,medo,mental,,ká:ʒui,ká:ʒui,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/416,flow,fluir,fluir,motion,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/418,fly,volar,voar,motion,,jáareriu,jáareriu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/424,grow,crecer,crescer,state,,dáwineriu,dáwineriu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/429,hear,oír,ouvir,mental,,éemeri 'listen',éemeri 'listen',,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/431,hide,esconder,esconder,motion,,bájeriu,bájeriu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/432,hit,"golpear, pegar",bater,impact,,"inúa, bása-eʒi","inúa, bása-eʒi",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/433,hold,"correr, asegurar, sostener",segurar,other,,kánakeriu,kánakeriu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/442,kill,matar,matar,impact,,"na, -inúa (h&r)","na, -inúa (h&r)",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/579,know/be knowledgeable,"saber, conecer","saber, conhecer",mental,,"éeweri, jaléenaa","éeweri, jaléenaa",,unknown; inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/445,laugh,reír,rir,mental,,káideri,káideri,,unknown; inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/449,lie down,"acostarse, echarse",deitar,motion,,"lé:mani jú, kuáu","lé:mani jú, kuáu",,unique; inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/451,live/be alive,vivir,"viver, morar",body,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/472,open/uncover,abrir,abrir,other,,mékueri,mékueri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/476,pound/beat,"machacar, golpear",bater,impact,,báaseri,báaseri,,,,,,,
Arawakan,Achagua,48,/lexical/feature/485,say,decir,dizer,mental,,máiri,máiri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/486,scratch,rascar,rasgar,impact,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/487,see,ver,ver,mental,,kába,kába,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/489,shoot,"tirar, disparar, balear",atirar,impact,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/493,sit,sentar(se),sentar,state,,wa:u,wa:u,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/496,sleep,dormir,dormir,body,,má:ka,má:ka,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/500,sniff/smell,"olfatear, oler",cheirar,body,,miédéda,miédéda,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/504,spit,escupir,cuspir,body,,wíiseri,wíiseri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/505,split,"partir, dividir","rachar, dividir, partir",impact,,"ʃéʃineʒiu, ʃádáiʒiu","ʃéʃineʒiu, ʃádáiʒiu",,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/506,squeeze,"estrujar, exprimir",espremer,impact,,badakana:,badakana:,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/507,stab/pierce,"apuñalar, acuchillar",apunhalar,impact,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/508,stand,estar de pié,ficar em pé,state,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/510,steal,robar,roubar,other,,nédueri,nédueri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/513,suck,chupar,chupar,body,,íireri,íireri,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/515,swell,hincharse,inchar,body,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/516,swim,nadar,nadar,motion,,jamara,jamara,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/523,think,pensar,pensar,mental,,péenseri,péenseri,,loan,,,Portuguese,,
Arawakan,Achagua,48,/lexical/feature/528,throw,"tirar, lanzar","atirar, jogar",impact,,kása,kása,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/530,tie up/fasten,"atar, amarrar",amarrar,impact,,"báhi, báhe:","báhi, báhe:",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/534,turn,"girar, volter, torcer",virar,other,,ríhkueriu,ríhkueriu,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/536,vomit,vomitar,vomitar,body,,"keta, kétéʒi","keta, kétéʒi",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/537,walk,"caminar, andar",andar,motion,,híneriu,híneriu,,unknown,,,,,
Arawakan,Achagua,48,/lexical/feature/552,work,trabajar,trabalhar,other,,ʃíakeri,ʃíakeri,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/553,yawn,bostezar,bocejar,body,,báiri,báiri,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/531,tongue,lengua,lingua,body,,núinane,núinane,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/532,tooth,diente,dente,body,,nué:,nué:,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/535,two,dos,dois,number,,"tʃáma- (dp91), 'tʃamai","tʃáma- (dp91), 'tʃamai",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/538,water,agua,agua,environment,,ʃiátai,ʃiátai,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/557,1pl.incl,nosotros (inclusivo),nós (inclusivo),grammar,,wája,wája,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/556,1pl.excl,nosotros (exclusivo),nós (exclusivo),grammar,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/541,wet,mojado,molhado,quality,,íisabii,íisabii,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/542,what?,"que, qué",que,grammar,,tána,tána,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/543,when?,cuando,quando,grammar,,na:,na:,,semantic shift,,,from 'what',,
Arawakan,Achagua,48,/lexical/feature/544,where?,donde,onde,grammar,,kta,kta,,unknown,,,,,
Arawakan,Achagua,48,/lexical/feature/545,white,blanco,branco,colour,,kabálai,kabálai,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/546,who?,"quien, quién",quem,grammar,,tána,tána,,inheritance,,,same as 'what',,
Arawakan,Achagua,48,/lexical/feature/547,wife,esposa,esposa,kinship,,-ínuu,-ínuu,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/548,wind,viento,vento,environment,,káuli,káuli,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/549,wing,ala,asa,body,,"báina:ʃi, nábai","báina:ʃi, nábai",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/551,woman/female,mujer,mulher,human,,"í:na, í:neto:","í:na, í:neto:",,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/554,yellow,amarillo,amarelo,colour,,meré:ki,meré:ki,,unique,,,,,
Arawakan,Achagua,48,/lexical/feature/559,2pl,ustedes,vocês,grammar,,ijá,ijá,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/420,foot,pie,pé,body,,íba,íba,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/353,again,"de nuevo, otra vez",de novo,grammar,,bánio,bánio,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/354,all,todo,todos,other,,kinínama,kinínama,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/356,ankle,tobillo,tornozelo,body,,túkula,túkula,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/358,armpit,"axila, sobaco",axila,body,,kuáhiʃi,kuáhiʃi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/407,faeces,"heces, mierda, excremento, estiércol",fezes,body,,(nú:)jami,(nú:)jami,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/455,lung,pulmón,pulmão,body,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/514,sweat,sudar,"suor, suar",body,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/440,itch,"hormiguear, sentir comezón",coçar,body,,,,,,,,,,
Arawakan,Achagua,48,/lexical/feature/820,bark,corteza,casca,environment,,íimanaʃi,íimanaʃi,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/821,fingernail,uña,unha,body,,bawía,bawía,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/822,heart,corazón,coração,body,,wówa,wówa,,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/592,sun,sol,sol,time,,káiwia (h&r),káiwia (h&r),,inheritance?,,,,,
Arawakan,Achagua,48,/lexical/feature/824,mountain/hill,"montaña, colina, loma, cerro","morro, serra",environment,,,,,missing,,,,,
Arawakan,Achagua,48,/lexical/feature/825,green,verde,verde,quality,,uléejii (blue/green),uléejii (blue/green),,inheritance,,,,,
Arawakan,Achagua,48,/lexical/feature/826,hot,caliente,quente,quality,,amúai,amúai,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/352,above,"encima, arriba",acima,location,,,,,missing,,,,,
Arawakan,Baniwa,52,/lexical/feature/353,again,"de nuevo, otra vez",de novo,grammar,,,,,missing,,,,,
Arawakan,Baniwa,52,/lexical/feature/354,all,todo,todos,other,,phiu-me (Ram2000),phiu-me (Ram2000),,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/355,and,y,e,grammar,,ñhéette,ɲhéet̪e,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/356,ankle,tobillo,tornozelo,body,,"koróda, hiipóko, -tawírhe, -thi","koróda, hiipóko, -tawírhe, -thi",,inheritance; unknown,,,,,
Arawakan,Baniwa,52,/lexical/feature/358,armpit,"axila, sobaco",axila,body,,koaphimáka-ɺiko,koaphimáka-ɺiko,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/359,ash,ceniza(s),cinzas,environment,,wádzoɺe,wádzoɺe,,"doubtful loan, direction unknown",,,"Yabarana Carib 'wastu', 'watsu'; not found in other Arawak or Carib languages in database",,
Arawakan,Baniwa,52,/lexical/feature/360,at,"en, a","em, a",location,,ɺiko,ɺiko,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/361,back,espalda,costas,body,,ttáma,t̪áma,,inheritance,,,cognate Tariana-Baniwa only,,
Arawakan,Baniwa,52,/lexical/feature/363,belly,barriga,barriga,body,,-xáda,-ʃáda,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/364,below,"abajo, debajo",abaixo,location,,áapirhe,áapirhe,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/365,big,grande,grande,quality,,maka-,maka-,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/367,bite,morder,morder,body,,mhoa,mhoa,,unique; inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/368,black,negro,preto,colour,,íitta,íit̪a (=smoke),,semantic shift,,,,,
Arawakan,Baniwa,52,/lexical/feature/369,blood,sangre,sangue,body,,-iiránaa,-iiɻánaa,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/370,blow,soplar,soprar,body,,phia,phia,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/372,boil/pimple,"espinilla, granos","espinha, borbulha",body,,"thia, eekóexeni","thia, eekóeʃeni",,unknown,,,,,
Arawakan,Baniwa,52,/lexical/feature/373,bone,hueso,osso,body,,"-áapi, (i)ñaapi","-áapi, (i)ɲaapi",,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/376,breast,"pecho, seno",peito,body,,-kóda,-kóda,,inheritance,,,similar to Arutani kotsa; possible loan Arawak > Arutani,,
Arawakan,Baniwa,52,/lexical/feature/377,breathe,respirar,respirar,body,,"híraa, kaaɺewa","híraa, kaaɺewa",,unique; inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/378,burn,quemar,queimar,environment,,mháita,mháita,,inheritance,,,"compare Northern Emberá ""bhái""",,
Arawakan,Baniwa,52,/lexical/feature/379,chew,"masticar, mascar",mastigar,body,,ñhakóta,ɲhakóta,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/380,child,"niño, niña",criança,human,,ienipétti,ienipét̪i,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/381,climb,subir,subir,motion,,híra,híra,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/382,cloud,nube,nuvem,environment,,,,,missing,,,,,
Arawakan,Baniwa,52,/lexical/feature/383,cold,frío,frio,quality,,hápe,hápe,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/384,come,venir,vir,motion,,no,no,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/385,cook,cocinar,cozinhar,impact,,dzána,dzána,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/386,correct/true,"verdad, de veras",verdade,quality,,háapee,háapee,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/387,count,contar,contar,mental,,niwéeta,niwéeta,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/388,cry,llorar,chorar,mental,,íidza,íidza,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/389,cut/hack,cortar,cortar,impact,,"tákhaa, matáka, aakeapíta","tákhaa, matáka, aakeapíta",,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/390,day,día,dia,time,,heekóapi,heekóapi,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/391,die/be dead,morir,morrer,state,,malíome,maɺíome,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/392,dig,cavar,cavar,impact,,híka,híka,,inheritance,,,compare similar inheritance forms in Carib; probably chance,,
Arawakan,Baniwa,52,/lexical/feature/394,dingo/wolf,,,fauna,,,,,missing,,,,,
Arawakan,Baniwa,52,/lexical/feature/395,dirty,sucio,sujo,quality,,dowhénaa,dowhénaa,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/397,dream,soñar,sonhar,mental,,tápoɺi,tápoɺi,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/398,drink,"beber, tomar",beber,body,,-íira,-íiɻa,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/399,dry,seco,seco,quality,,meétta,meét̪a,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/400,dull/blunt,"sin filo, mocho, desafilado, embotado, romo","maçante, desamolado, não afiado",quality,,memána,memána,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/401,dust,polvo,poeira,environment,,dáaphe,dáaphe,,unique,,,,,
Arawakan,Baniwa,52,/lexical/feature/402,ear,oreja,orelha,body,,"-héeni, -hináko-liko","-héeni, -hináko-ɺiko",,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/403,earth/soil,tierra,terra,environment,,híipai,híipai,,inheritance,,,,,
Arawakan,Baniwa,52,/lexical/feature/404,eat,comer,comer,body,,-íiñha,-íiɲha,,inheritance,,,,,
