ID,Language_ID,Parameter_ID,Form,Segments,Source
f18158,l251,p383,pɨtun,p ɨ t u n,gerardireichert2021;gerardietal2021
f18159,l235,p383,epɨtunii,e p ɨ t u n i i,gerardireichert2021
f18160,l236,p383,simʔẽ,s i m ʔ ẽ,galucioetal2015;gerardietal2021
f18161,l236,p383,simʔe,s i m ʔ e,galucioetal2015;gerardietal2021
f18162,l237,p383,pɨtun,p ɨ t u n,gerardireichert2021;gerardietal2021
f18163,l194,p383,ɨpɨtũnã,ɨ p ɨ t ũ n ã,gerardireichert2021;gerardietal2021
f18164,l195,p383,piha,p i h a,gerardireichert2021;gerardietal2021
f18165,l246,p383,pɨtũ,p ɨ t ũ,HGN;gerardireichert2021;gerardietal2021
f18166,l239,p383,jindak,j i n/d a k,galucioetal2015;gerardietal2021
f18167,l239,p383,ɲĩndak,ɲ ĩ n d a k,galucioetal2015;gerardietal2021
f18168,l212,p383,poá,p o á,gerardireichert2021;gerardietal2021
f18169,l212,p383,poá,p oá,gerardireichert2021;gerardietal2021
f18170,l252,p383,kamãdɨhu,k a m ã d ɨ h u,galucioetal2015;gerardietal2021
f18171,l252,p383,kamadɨhu,k a m a d ɨ h u,galucioetal2015;gerardietal2021
f18172,l197,p383,hitõ,h i t õ,gerardireichert2021;gerardietal2021
f18173,l198,p383,ipɨtũn,i p ɨ t ũ n,gerardietal2021
f18174,l199,p383,bitʃəŋ,b i tʃ ə ŋ,galucioetal2015;gerardietal2021
f18175,l240,p383,bicãk,b i c ã k,galucioetal2015
f18176,l215,p384,tĩ,t ĩ,galucioetal2015;gerardireichert2021;gerardietal2021
f18177,l262,p384,pɨta,p ɨ t a,HGN;gerardietal2021
f18178,l247,p384,ãpita,ã p i + t a,galucioetal2015;gerardietal2021
f18179,l247,p384,ampita,a m p i t a,galucioetal2015;gerardietal2021
f18180,l159,p384,pɨ̃,p ɨ̃,gerardietal2021
f18181,l216,p384,apɨ̃ɲã,a p ɨ̃ ɲ ã,gerardireichert2021;gerardietal2021
f18182,l263,p384,tĩ,t ĩ,gerardireichert2021;gerardietal2021
f18183,l242,p384,he tsĩ,h e + ts ĩ,gerardietal2021
f18184,l217,p384,pɨj,p ɨ j,gerardietal2021
f18185,l163,p384,tsĩ,ts ĩ,gerardireichert2021;gerardietal2021
f18186,l163,p384,t͡sĩ,t͡s ĩ,gerardireichert2021;gerardietal2021
f18187,l201,p384,ɲapi,ɲ a p i,gerardietal2021
f18188,l218,p384,amɨ̃ɨ̃,a m ɨ̃ː,galucioetal2015;gerardietal2021
f18189,l218,p384,-amĩĩ,a m ĩː,galucioetal2015;gerardietal2021
f18190,l219,p384,si,s i,gerardireichert2021;gerardietal2021
f18191,l220,p384,t͡ʃi,t͡ʃ i,gerardireichert2021;gerardietal2021
f18192,l220,p384,tʃi,tʃ i,gerardireichert2021;gerardietal2021
f18193,l221,p384,apɨ̃i,a p ɨ̃ i,gerardireichert2021
f18194,l215,p384,ʔapĩj,ʔ a p ĩ j,galucioetal2015;gerardireichert2021;gerardietal2021
f18195,l79,p384,tĩ,t ĩ,HGN;gerardireichert2021;gerardietal2021
f18196,l203,p384,amii,a m i i,gerardietal2021
f18197,l222,p384,t͡sĩ,t͡s ĩ,gerardireichert2021;gerardietal2021
f18198,l199,p384,ámîì,á m î ì,galucioetal2015;gerardietal2021
f18199,l199,p384,-ámîì,á/a m î/i ì/i,galucioetal2015;gerardietal2021
f18200,l168,p384,tʃi,tʃ i,gerardireichert2021;gerardietal2021
f18201,l168,p384,t͡ʃi,t͡ʃ i,gerardireichert2021;gerardietal2021
f18202,l169,p384,jipiawɨ̃,j i p i a w ɨ̃,gerardireichert2021;gerardietal2021
f18203,l169,p384,jipiawɨ̃,j i p ia w ɨ̃,gerardireichert2021;gerardietal2021
f18204,l223,p384,tĩ,t ĩ,gerardireichert2021
f18205,l224,p384,tĩ,t ĩ,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f18206,l225,p384,t͡ʃĩ,t͡ʃ ĩ,gerardireichert2021;gerardietal2021
f18207,l226,p384,ã,ã,gerardireichert2021
f18208,l214,p384,dús,d ú s,gerardietal2021
f18209,l244,p384,tĩ,t ĩ,gerardietal2021
f18210,l227,p384,iʔã,i ʔ ã,galucioetal2015;gerardietal2021
f18211,l227,p384,-iʔã́,i ʔ ã́/ã,galucioetal2015;gerardietal2021
f18212,l245,p384,ãpũi,ã p ũi,galucioetal2015;gerardireichert2021;gerardietal2021
f18213,l173,p384,tĩ,t ĩ,gerardietal2021
f18214,l264,p384,tsĩ,ts ĩ,HGN;gerardireichert2021;gerardietal2021
f18215,l264,p384,t͡sĩ,t͡s ĩ,HGN;gerardireichert2021;gerardietal2021
f18216,l248,p384,ɲdʒopiʔop,ɲ dʒ o p i + ʔ o p,HGN;galucioetal2015;gerardietal2021
f18217,l248,p384,ʤopiʔop,dʒ o p i ʔ o p,HGN;galucioetal2015;gerardietal2021
f18218,l229,p384,naʔtʃək,n a ʔ tʃ ə k,galucioetal2015;gerardietal2021
f18219,l253,p384,sĩ,s ĩ,gerardireichert2021;gerardietal2021
f18220,l209,p384,ɲapiá,ɲ a p iá,gerardietal2021
f18221,l20,p384,ti,t i,HGN;gerardireichert2021;gerardietal2021
f18222,l228,p384,tãjmiʔ,t ãi m i ʔ,galucioetal2015;gerardietal2021
f18223,l228,p384,tõmiʔ,t õ m i ʔ,galucioetal2015;gerardietal2021
f18224,l228,p384,nõmiʔ,n õ m i ʔ,galucioetal2015;gerardietal2021
f18225,l228,p384,tãjmiʔ,t ã j m i ʔ,galucioetal2015;gerardietal2021
f18226,l228,p384,ɮõmi,ɮ õ m i,galucioetal2015;gerardietal2021
f18227,l229,p384,i-naʔcə̤k toʔ,i n a ʔ c ə̤ k + t o ʔ,galucioetal2015;gerardietal2021
f18228,l230,p384,ampɨ,a m p ɨ,galucioetal2015;gerardireichert2021;gerardietal2021
f18229,l249,p384,ɲǝ̃piʔ,ɲ ǝ̃ p i ʔ,galucioetal2015;gerardietal2021
f18230,l249,p384,ɲãpiʔ,ɲ ã p i ʔ,galucioetal2015;gerardietal2021
f18231,l230,p384,ai-ʔãpɨ,a i ʔ ã p ɨ,galucioetal2015;gerardireichert2021;gerardietal2021
f18232,l225,p384,tʃĩ,tʃ ĩ,gerardireichert2021;gerardietal2021
f18233,l231,p384,wambiʔa,w a m/b i ʔ a,galucioetal2015;gerardietal2021
f18234,l231,p384,ãpitsa,ã p i + ts a,galucioetal2015;gerardietal2021
f18235,l231,p384,o-ãpisa,o ã p i s a,galucioetal2015;gerardietal2021
f18236,l233,p384,ãβĩʔa,ã β ĩ + ʔ a,galucioetal2015;gerardietal2021
f18237,l180,p384,na̤bə́,n a̤ b ə́/ə,galucioetal2015;gerardietal2021
f18238,l180,p384,tabə̃,t a b ə̃,galucioetal2015;gerardietal2021
f18239,l180,p384,ta̤bə́,t a̤ b ə́/ə,galucioetal2015;gerardietal2021
f18240,l100,p384,tĩ,t ĩ,HGN;gerardireichert2021;gerardietal2021
f18241,l181,p384,ti,t i,gerardireichert2021;gerardietal2021
f18242,l243,p384,tʃi,tʃ i,gerardireichert2021;gerardietal2021
f18243,l243,p384,t͡ʃi,t͡ʃ i,gerardireichert2021;gerardietal2021
f18244,l183,p384,apɨ̃ɲã,a p ɨ̃ ɲ ã,gerardireichert2021;gerardietal2021
f18245,l232,p384,-apɨɲ,a p ɨ ɲ,galucioetal2015
f18246,l250,p384,nũʔã,n ũ ʔ ã,galucioetal2015;gerardietal2021
f18247,l250,p384,ɲũʔã,ɲ ũ ʔ ã,galucioetal2015;gerardietal2021
f18248,l233,p384,-aßĩʔã,a β ĩ ʔ ã,galucioetal2015;gerardietal2021
f18249,l184,p384,ã,ã,HGN;gerardireichert2021;gerardietal2021
f18250,l185,p384,tʃi,tʃ i,gerardietal2021
f18251,l234,p384,ámiiaa,á m i i + aː,galucioetal2015;gerardireichert2021;gerardietal2021
f18252,l234,p384,t͡ʃi,t͡ʃ i,galucioetal2015;gerardireichert2021;gerardietal2021
f18253,l234,p384,ámĩãã,á/a m ĩ ãː,galucioetal2015;gerardireichert2021;gerardietal2021
f18254,l187,p384,tenti,t e n t i,gerardietal2021
f18255,l188,p384,tjĩ,t j ĩ,galucioetal2015;gerardireichert2021;gerardietal2021
f18256,l188,p384,tʃĩ,tʃ ĩ,galucioetal2015;gerardireichert2021;gerardietal2021
f18257,l188,p384,t͡ʃĩ,t͡ʃ ĩ,galucioetal2015;gerardireichert2021;gerardietal2021
f18258,l222,p384,tsĩ,ts ĩ,gerardireichert2021;gerardietal2021
f18259,l251,p384,ti,t i,gerardireichert2021;gerardietal2021
f18260,l235,p384,apɨ̃ɲã,a p ɨ̃ ɲ ã,gerardireichert2021
f18261,l236,p384,amsi,a m s i,galucioetal2015;gerardietal2021
f18262,l237,p384,tĩ,t ĩ,gerardireichert2021;gerardietal2021
f18263,l192,p384,itʃi,i tʃ i,gerardietal2021
f18264,l192,p384,tim,t i m,gerardietal2021
f18265,l245,p384,ãpũi,ã p ũ i,galucioetal2015;gerardireichert2021;gerardietal2021
f18266,l245,p384,i-ãpũi,i ã p ũ i,galucioetal2015;gerardireichert2021;gerardietal2021
f18267,l194,p384,apɨ̃ɲã,a p ɨ̃ ɲ ã,gerardireichert2021;gerardietal2021
f18268,l211,p384,iá ambɨ,a m/b ɨ,gerardietal2021
f18269,l195,p384,awa,a w a,gerardireichert2021;gerardietal2021
f18270,l246,p384,sĩ,s ĩ,HGN;gerardireichert2021;gerardietal2021
f18271,l239,p384,ãpia,ã p i + a,galucioetal2015;gerardietal2021
f18272,l239,p384,ãpia,ã p i a,galucioetal2015;gerardietal2021
f18273,l252,p384,jamɨ̃kua,j a m ɨ̃ + k ua,galucioetal2015;gerardietal2021
f18274,l252,p384,jamĩkua,j a m ĩ k u a,galucioetal2015;gerardietal2021
f18275,l197,p384,ãgʷa,ã gʷ a,gerardireichert2021;gerardietal2021
f18276,l198,p384,sĩ,s ĩ,gerardietal2021
f18277,l199,p384,ámíí,á m í í,galucioetal2015;gerardietal2021
f18278,l240,p384,-ámii,á/a m iː,galucioetal2015
f18279,l200,p384,apɨ,a p ɨ,gerardietal2021
f18280,l247,p378,nom,n o m,galucioetal2015
f18281,l218,p378,ṍṍp,ṍṍ/õː p,galucioetal2015
f18282,l215,p378,an,a n,galucioetal2015
f18283,l199,p378,ṍõ̀p,õ õ̀/õ p,galucioetal2015
f18284,l227,p378,-aũ,a ũ,galucioetal2015
f18285,l227,p378,-ma,m a,galucioetal2015
f18286,l248,p378,padnĩ,p a d n ĩ,HGN;galucioetal2015
f18287,l229,p378,iʔke,i ʔ k e,galucioetal2015
f18288,l249,p378,piit,p iː t,galucioetal2015
f18289,l230,p378,ɨt ʔi,ɨ t + ʔ i,galucioetal2015
f18290,l231,p378,nop,n o p,galucioetal2015
f18291,l180,p378,ŋə́,ŋ ə́/ə,galucioetal2015
f18292,l224,p378,nd- -i,n d + i,galucioetal2015
f18293,l232,p378,n- -i,n + i,galucioetal2015
f18294,l250,p378,nõ,n õ,galucioetal2015
f18295,l233,p378,aʔõ,a ʔ õ,galucioetal2015
f18296,l188,p378,n- -i,n + i,galucioetal2015
f18297,l236,p378,-ʔõm,ʔ õ m,galucioetal2015
f18298,l245,p378,ɨm,ɨ m,galucioetal2015
f18299,l239,p378,-õm,õ m,galucioetal2015
f18300,l252,p378,-aũ,a ũ,galucioetal2015
f18301,l252,p378,-ma,m a,galucioetal2015
f18302,l240,p378,ṍõ̀p,õ õ̀/õ p,galucioetal2015
f18303,l262,p379,kowebu,k o w e b u,gerardietal2021
f18304,l247,p379,kɨɾẽ,k ɨ ɾ ẽ,gerardietal2021
f18305,l216,p379,kiro,k i ɾ o,gerardietal2021
f18306,l163,p379,deme,d e m e,gerardietal2021
f18307,l219,p379,amé,a m é,gerardietal2021
f18308,l215,p379,mã,m ã,gerardietal2021
f18309,l79,p379,aɲãwe,a ɲ ã w e,gerardietal2021
f18310,l199,p379,aná,a n á,gerardietal2021
f18311,l168,p379,kurɨ,k u r ɨ,gerardietal2021
f18312,l169,p379,ʔakwɨ,ʔ a kʷ ɨ,gerardietal2021
f18313,l224,p379,ása,á s a,gerardietal2021
f18314,l244,p379,tiro,t i r o,gerardietal2021
f18315,l227,p379,maʃí,m a ʃ í,gerardietal2021
f18316,l245,p379,apo,a p o,gerardietal2021
f18317,l248,p379,kam,k a m,gerardietal2021
f18318,l229,p379,tena,t e n a,gerardietal2021
f18319,l253,p379,ʔawamue,ʔ a w a m ue,gerardietal2021
f18320,l20,p379,aipuka,ai p u k a,gerardietal2021
f18321,l249,p379,ŋõgekɨli,ŋ õ g e k ɨ l i,gerardietal2021
f18322,l230,p379,kojtuʔi,k o j t u ʔ i,gerardietal2021
f18323,l230,p379,ŋaʔatpo,ŋ a ʔ a t p o,gerardietal2021
f18324,l225,p379,aɨ̃,aɨ̃,gerardietal2021
f18325,l231,p379,poɾet,p o ɾ e t,gerardietal2021
f18326,l180,p379,ŋãsə̃́,ŋ ã s ə̃́,gerardietal2021
f18327,l100,p379,kʷíri,kʷ í ɾ i,gerardietal2021
f18328,l181,p379,ɪkumɪ,ɪ k u m ɪ,gerardietal2021
f18329,l243,p379,ame,a m e,gerardietal2021
f18330,l243,p379,kaare,k aː r e,gerardietal2021
f18331,l183,p379,kiro,k i ɾ o,gerardietal2021
f18332,l184,p379,kote,k o t e,gerardietal2021
f18333,l234,p379,ã:ter,ãː t e r,gerardietal2021
f18334,l187,p379,ã,ã,gerardietal2021
f18335,l187,p379,ãrãʔãnã,ã r ã ʔ ã n ã,gerardietal2021
f18336,l188,p379,karẽ,k a r ẽ,gerardietal2021
f18337,l188,p379,ʔɨgiʃe,ʔ ɨ g i ʃ e,gerardietal2021
f18338,l222,p379,aipowe,ai p o w e,gerardietal2021
f18339,l222,p379,koe,k oe,gerardietal2021
f18340,l236,p379,kiepe,k i e + p e,gerardietal2021
f18341,l237,p379,koʔɨɾ,k o ʔ ɨ ɾ,gerardietal2021
f18342,l194,p379,kiro,k i ɾ o,gerardietal2021
f18343,l246,p379,kɨʔɨ,k ɨ ʔ ɨ,gerardietal2021
f18344,l246,p379,ãngeʔe,ã n g e ʔ e,gerardietal2021
f18345,l239,p379,poret,p o r e t,gerardietal2021
f18346,l212,p379,ona mawe,o n a + m a w e,gerardietal2021
f18347,l252,p379,máʃi,m á ʃ i,gerardietal2021
f18348,l197,p379,namo,n a m o,gerardietal2021
f18349,l198,p379,ate,a t e,gerardietal2021
f18350,l198,p379,õji,õ j i,gerardietal2021
f18351,l200,p379,koãŋ,k oã ŋ,gerardietal2021
f18352,l255,p380,wit,w i t,birchall2016
f18353,l256,p380,witi,w i t i,birchall2016
f18354,l257,p380,viti,v i t i,birchall2016
f18355,l261,p380,yvyty,y v y t y,birchall2016
f18356,l258,p380,uwaw,u w a w,birchall2016
f18357,l259,p380,witʃi,w i tʃ i,HGN;birchall2016
f18358,l254,p381,patam,p a t a m,birchall2016
f18359,l260,p381,upramasi,u p r a m a s i,birchall2016
f18360,l265,p381,aikeɲemitʃe,a i k e ɲ e m i tʃ e,birchall2016
f18361,l255,p381,patam,p a t a m,birchall2016
f18362,l256,p381,oparamasi,o p a r a m a s i,birchall2016
f18363,l266,p381,hukiminitʃi,h u k i m i n i tʃ i,birchall2016
f18364,l257,p381,patama,p a t a m a,birchall2016
f18365,l258,p381,uparamaʃiʔ,u p a r a m a ʃ i ʔ,birchall2016
f18366,l259,p381,kanemitʃiʔ,k a n e m i tʃ i ʔ,HGN;birchall2016
f18367,l259,p381,paramatʃiʔ,p a r a m a tʃ i ʔ,HGN;birchall2016
f18368,l255,p382,takan,t a k a n,birchall2016
f18369,l256,p382,sokori,s o k o r i,birchall2016
f18370,l257,p382,tukurudn,t u k u r u d n,birchall2016
f18371,l259,p382,tʃokori,tʃ o k o r i,HGN;birchall2016
f18372,l254,p383,isim,i s i m,birchall2016
f18373,l260,p383,etimʔ,e t i m ʔ,birchall2016
f18374,l265,p383,paitin,p a i t i n,birchall2016
f18375,l255,p383,isim,i s i m,birchall2016
f18376,l256,p383,itim,i t i m,birchall2016
f18377,l266,p383,paitin,p a i t i n,birchall2016
f18378,l257,p383,ijsibm,i j s i b m,birchall2016
f18379,l258,p383,itim,i t i m,birchall2016
f18380,l259,p383,tʃim,tʃ i m,HGN;birchall2016
f18381,l254,p384,ur,u r,birchall2016
f18382,l260,p384,jolisi,j o l i s i,birchall2016
f18383,l265,p384,turutʃe,t u r u tʃ e,birchall2016
f18384,l255,p384,uʒ̟,u ʒ̟,birchall2016
f18385,l256,p384,yrysi,y r y s i,birchall2016
f18386,l266,p384,uturutʃi,u t u r u tʃ i,birchall2016
f18387,l257,p384,uj,u j,birchall2016
f18388,l261,p384,juresi,j u r e s i,birchall2016
f18389,l258,p384,iriʃiʔ,i r i ʃ i ʔ,birchall2016
f18390,l259,p384,weretʃiʔ,w e r e tʃ i ʔ,HGN;birchall2016
f18391,l247,p385,kʷatʃapɨ,kʷ a tʃ a p ɨ,gerardietal2021
f18392,l216,p385,ipɨwutawa,i p ɨ w u t a w a,gerardietal2021
f18393,l263,p385,epukuita,e p u k ui + t a,gerardietal2021
f18394,l242,p385,igara pikujta,i g a r a + p i k ui t a,gerardietal2021
f18395,l217,p385,iapukú,ia p u k ú,gerardietal2021
f18396,l163,p385,pukieha,p u k ie + h a,gerardietal2021
f18397,l218,p385,k​õja,k õ j a,gerardietal2021
f18398,l219,p385,ɨár + apesotáp,ɨá r a + p e s o t á p,gerardietal2021
f18399,l215,p385,etene,e t e n e,gerardietal2021
f18400,l79,p385,ɨpɨgʷara,ɨ p + ɨ gʷ a r a,gerardietal2021
f18401,l199,p385,k​õjà,k õ j à,gerardietal2021
f18402,l168,p385,hem,h e m,gerardietal2021
f18403,l168,p385,pikuitawo,p i k ui + t a w o,gerardietal2021
f18404,l224,p385,ɨga(pɨ)kujta,ɨ g a + p ɨ k u j + t a,gerardietal2021
f18405,l227,p385,kutaha,k u t a h a,gerardietal2021
f18406,l245,p385,kuʔɨ,k u ʔ ɨ,gerardietal2021
f18407,l248,p385,eppa,e p p a,gerardietal2021
f18408,l229,p385,weri weri,w e r i + w e r i,gerardietal2021
f18409,l20,p385,iapukita,ia p u k i + t a,gerardietal2021
f18410,l228,p385,poraða,p o r a ð a,gerardietal2021
f18411,l249,p385,pepeo,p e p eo,gerardietal2021
f18412,l230,p385,apukujta,a p u k u j + t a,gerardietal2021
f18413,l233,p385,kaβá,k a β á,gerardietal2021
f18414,l100,p385,apukuitã,a + p u k ui + t ã,gerardietal2021
f18415,l181,p385,jaoukuyta,j au k ui + t a,gerardietal2021
f18416,l243,p385,ɨʔarapɨwoawa,ɨ ʔ a r a p ɨ w oa w a,gerardietal2021
f18417,l183,p385,ajɨkʷaja,a j ɨ kʷ a j a,gerardietal2021
f18418,l250,p385,kujkuj,k u j + k u j,gerardietal2021
f18419,l184,p385,amo ibukia,a m o i b u k i a,gerardietal2021
f18420,l184,p385,ibukia,i b u k ia,gerardietal2021
f18421,l185,p385,tɨpɨhɨhawa,t ɨ p ɨ h ɨ + h a w a,gerardietal2021
f18422,l234,p385,kórkoráp,k ó r k o r á p,gerardietal2021
f18423,l267,p385,pokuitá,p o k ui + t á,gerardietal2021
f18424,l222,p385,pukutʃa,p u k u + tʃ a,gerardietal2021
f18425,l251,p385,kupɨtaw,k u p ɨ + t a w,gerardietal2021
f18426,l251,p385,pɨkujtaw,p ɨ k u j + t a w,gerardietal2021
f18427,l236,p385,korojtkap,k o r oi t k + a p,gerardietal2021
f18428,l237,p385,ɨgapukujtaβa,ɨ g a + p u k u j t + a β a,gerardietal2021
f18429,l246,p385,pɨkwita,p ɨ kʷ i t a,gerardietal2021
f18430,l252,p385,kutapa,k u t a p a,gerardietal2021
f18431,l197,p385,ibuukja,i + b uu + k ia,gerardietal2021
f18432,l198,p385,pɨkujhe,p ɨ k ui + h e,gerardietal2021
f18433,l262,p386,taɨwu gatu,t a ɨ w u + g a t u,gerardietal2021
f18434,l247,p386,ĩ,ĩ,gerardietal2021
f18435,l215,p386,etsun,e t s u n,gerardietal2021
f18436,l215,p386,pije,p i j e,gerardietal2021
f18437,l79,p386,pitʃe kawiwa,p i tʃ e + k a w i + w a,gerardietal2021
f18438,l168,p386,etun,e t u n,gerardietal2021
f18439,l169,p386,katʃɨ̃,k a tʃ ɨ̃,gerardietal2021
f18440,l224,p386,hɨakuã porã,h ɨ a k u ã + p o ɾ ã,gerardietal2021
f18441,l245,p386,pɨhe,p ɨ h e,gerardietal2021
f18442,l173,p386,arɨ,a r ɨ,gerardietal2021
f18443,l248,p386,hɨnnã,h ɨ n n ã,gerardietal2021
f18444,l248,p386,saa,s aː,gerardietal2021
f18445,l248,p386,ɲĩg,ɲ ĩ g,gerardietal2021
f18446,l229,p386,ʃaʃí,ʃ a ʃ í,gerardietal2021
f18447,l249,p386,tɨptʃe,t ɨ p tʃ e,gerardietal2021
f18448,l231,p386,ĩ,ĩ,gerardietal2021
f18449,l180,p386,teʔo,t e ʔ o,gerardietal2021
f18450,l181,p386,ʃapuni,ʃ a p u n i,gerardietal2021
f18451,l183,p386,etun,e t u n,gerardietal2021
f18452,l184,p386,esimu turã,e s i m u + t u r ã,gerardietal2021
f18453,l185,p386,ɛkʷɛna,ɛ kʷ ɛ n a,gerardietal2021
f18454,l234,p386,kamŋúud,k a m ŋ úː d,gerardietal2021
f18455,l222,p386,pije,p i j e,gerardietal2021
f18456,l251,p386,etun,e t u n,gerardietal2021
f18457,l251,p386,itun,i t u n,gerardietal2021
f18458,l237,p386,etun,e t u n,gerardietal2021
f18459,l237,p386,ɨapwan,ɨa p w a n,gerardietal2021
f18460,l246,p386,pijɛkatu,p i j ɛ + k a t u,gerardietal2021
f18461,l198,p386,itun,i t u n,gerardietal2021
f18462,l262,p399,tʃweʔe,tʃ w e ʔ e,HGN;gerardietal2021
f18463,l247,p399,bɨt,b ɨ t,gerardietal2021
f18464,l216,p399,ɨmɨan,ɨ m ɨa n,gerardietal2021
f18465,l216,p399,ranuhũ,ɾ a n u h ũ,gerardietal2021
f18466,l217,p399,sabaʔe,s a b a ʔ e,gerardietal2021
f18467,l163,p399,imi,i m i,gerardietal2021
f18468,l201,p399,puleʔ,p u l e ʔ,gerardietal2021
f18469,l219,p399,ɨmɨna,ɨ m ɨ n a,gerardietal2021
f18470,l220,p399,muruviavav,m u r u v ia v a v,gerardietal2021
f18471,l220,p399,mɨne,m ɨ n e,gerardietal2021
f18472,l215,p399,motʃat,m o tʃ a t,gerardietal2021
f18473,l79,p399,ndetʃi,n/d e tʃ i,HGN;bridetal2022;gerardietal2021
f18474,l203,p399,kããj,k ãã j,gerardietal2021
f18475,l199,p399,kã́àj,k ã́ à j,gerardietal2021
f18476,l168,p399,izemaner,i z e + m a n e r,gerardietal2021
f18477,l168,p399,kʷehearer,kʷ e h ea r e r,gerardietal2021
f18478,l169,p399,ʃaʔaker,m a r e r,gerardietal2021
f18479,l169,p399,marer,ʃ a ʔ a k e r,gerardietal2021
f18480,l224,p399,tudʒa,t u dʒ a,HGN;bridetal2022;gerardietal2021
f18481,l227,p399,adúriu,a d ú r iu,gerardietal2021
f18482,l248,p399,hɨk,h ɨ k,HGN;gerardietal2021
f18483,l229,p399,poj,p o j,gerardietal2021
f18484,l228,p399,odure,o d u r e,gerardietal2021
f18485,l249,p399,puleʔ,p u l e ʔ,gerardietal2021
f18486,l230,p399,potʔi,p o t ʔ i,gerardietal2021
f18487,l225,p399,ɨma,ɨ m a,bridetal2022;gerardietal2021
f18488,l231,p399,poot,p oː t,gerardietal2021
f18489,l180,p399,kok,k o k,gerardietal2021
f18490,l181,p399,ijuka,i j u k a,gerardietal2021
f18491,l243,p399,hɨmɨnete,h ɨ m ɨ n e t e,gerardietal2021
f18492,l183,p399,ɨmɨan,ɨ m ɨa n,gerardietal2021
f18493,l183,p399,ranuhũ,ɾ a n u h ũ,gerardietal2021
f18494,l184,p399,e ima,e + i m a,HGN;gerardietal2021
f18495,l234,p399,kãj,k ã j,gerardietal2021
f18496,l187,p399,ndeʃi,n/d e ʃ i,bridetal2022;gerardietal2021
f18497,l188,p399,ɨmɨn,ɨ m ɨ n,gerardietal2021
f18498,l222,p399,awarer,a w a r e r,gerardietal2021
f18499,l251,p399,azãju,a z ã j u,gerardietal2021
f18500,l236,p399,poot,p oː t,gerardietal2021
f18501,l237,p399,twiβaʔe,t w i β a ʔ e,gerardietal2021
f18502,l237,p399,umwam,u mʷ a m,gerardietal2021
f18503,l194,p399,ɨmɨan,ɨ m ɨa n,gerardietal2021
f18504,l194,p399,ranuhũ,ɾ a n u h ũ,gerardietal2021
f18505,l194,p399,ʃaveʔe,ʃ a v e ʔ e,gerardietal2021
f18506,l246,p399,kalakuwa,k a l a k u w a,HGN;gerardietal2021
f18507,l239,p399,poot,p oː t,gerardietal2021
f18508,l212,p399,dʒarɨj,dʒ a r ɨ j,gerardietal2021
f18509,l212,p399,wama,w a m a,gerardietal2021
f18510,l252,p399,dúrea,d ú r ea,gerardietal2021
f18511,l197,p399,ima,i m a,gerardietal2021
f18512,l198,p399,teiwĩ,t ei w ĩ,gerardietal2021
f18513,l262,p388,kilɨʔɨ,k i l ɨ + ʔ ɨ,gerardietal2021
f18514,l262,p388,kjeɨpurã,k ie + ɨ + p u r ã,gerardietal2021
f18515,l262,p388,kiɨʔɨprãgi,k iɨ + ʔ ɨ + p r ã + g i,gerardietal2021
f18516,l247,p388,ike,i k ɛ,gerardietal2021
f18517,l159,p388,ɨkeɨ́,i k e + ɨ,gerardietal2021
f18518,l216,p388,ekiʔɨra,e k i + ʔ ɨ ɾ a,gerardietal2021
f18519,l263,p388,kɨwɨ,k ɨ + w ɨ,gerardietal2021
f18520,l219,p388,ŋɨkeʔɨŋ,ŋ ɨ k e + ʔ ɨ ŋ,gerardietal2021
f18521,l215,p388,ɨtiʔɨt,ɨ t i ʔ + ɨ t,gerardietal2021
f18522,l79,p388,ɨkeɨ,ɨ k e + ɨ,gerardietal2021
f18523,l168,p388,ɨkɨʔɨr,ɨ k ɨ + ʔ ɨ r,gerardietal2021
f18524,l169,p388,apihiar,a p i h i á r,gerardietal2021
f18525,l224,p388,tɨkeʔɨ,t ɨ k e + ʔ ɨ,gerardietal2021
f18526,l226,p388,rɨkeʔɨrɨ,r ɨ k e + ʔ ɨ r ɨ,gerardietal2021
f18527,l245,p388,mu,m u,gerardietal2021
f18528,l264,p388,ɨwɨr,ɨ + w ɨ r,gerardietal2021
f18529,l248,p388,haj,h ai,gerardietal2021
f18530,l229,p388,awe,a w e,gerardietal2021
f18531,l20,p388,imua,i m ua,gerardietal2021
f18532,l249,p388,aopion,ao p i o n,gerardietal2021
f18533,l230,p388,ʔɨkeʔet,ʔ ɨ k e + ʔ e t,gerardietal2021
f18534,l225,p388,ɨkeʔɨ,ɨ k e + ʔ ɨ,gerardietal2021
f18535,l231,p388,ike,i k e,gerardietal2021
f18536,l180,p388,waŋṍ,w a ŋ ṍ,gerardietal2021
f18537,l100,p388,imũ,i m ũ,gerardietal2021
f18538,l181,p388,imua,i m ua,gerardietal2021
f18539,l243,p388,ekeʔɨr,e k e + ʔ ɨ r,gerardietal2021
f18540,l183,p388,ekiʔɨra,e k i + ʔ ɨ ɾ a,gerardietal2021
f18541,l183,p388,eβiriβe,e β i ɾ i β e,gerardietal2021
f18542,l183,p388,irũ,i ɾ ũ,gerardietal2021
f18543,l184,p388,rikii,r i k iː,gerardietal2021
