ID,Language_ID,Parameter_ID,Form,Segments,Source
f493,l34,p4,iɓi,i ɓ i,HGN
f494,l95,p4,amɨ́ɨ́si,a m ɨ́ɨ́ s i,HGN;chacon2017
f495,l95,p4,amɨ́ɨ́ɸɛ,a m ɨ́ɨ́ ɸ ɛ,HGN;chacon2017
f496,l95,p4,amɨ́ɨ́ʔai,a m ɨ́ɨ́ ʔ ai,HGN;chacon2017
f497,l287,p4,mie,m ie,HGN;costenla2005
f498,l97,p4,omoɯ,o m oɯ,HGN;chacon2017
f499,l97,p4,omɯko,o m ɯ k o,HGN;chacon2017
f500,l97,p4,omɯɲoɯ,o m ɯ ɲ oɯ,HGN;chacon2017
f501,l35,p4,bǝːh,b ǝː h,HGN
f502,l35,p4,da,d a,HGN
f503,l99,p4,kanguna,k a n g u n a,HGN
f504,l100,p4,pejẽ,p e j ẽ,HGN;gerardietal2021
f505,l36,p4,kahowamak,k a h o w a m a k,HGN
f506,l36,p4,kahowamakə,k a h o w a m a k ə,HGN
f507,l36,p4,kahowehekə,k a h o w e h e k ə,HGN
f508,l36,p4,wamak,w a m a k,HGN
f509,l37,p4,a'waačaeɬ,a w aa č ae ɬ,HGN
f510,l101,p4,bʉ́,b ʉ́,HGN;chacon2017
f511,l103,p4,ómaɯ,ó m aɯ,HGN;chacon2017
f512,l103,p4,ómaɯko,ó m aɯ k o,HGN;chacon2017
f513,l104,p4,mõxʔo,m õ x ʔ o,HGN;chacon2017
f514,l104,p4,mõʔka,m õ ʔ k a,HGN;chacon2017
f515,l104,p4,mõʔtopl,m õ ʔ t o p l,HGN;chacon2017
f516,l316,p4,ʃitso,ʃ i t s o,HGN;walkerribeiro2011
f517,l107,p4,píakué,p ía k u é,HGN;chacon2017;walkerribeiro2011
f518,l108,p4,ukutu,u k u t u,HGN
f519,l142,p4,ʔami,ʔ a m i,HGN
f520,l109,p4,paxámɨ,p a x á m ɨ,HGN;chacon2017
f521,l110,p4,jam,j a m,HGN;chacon2017
f522,l111,p4,inkueʃ,i n k ue ʃ,HGN;chacon2017
f523,l143,p4,c̷aw,c̷ a w,HGN
f524,l320,p4,haʔá,h a ʔ á,HGN;chacon2017;walkerribeiro2011
f525,l320,p4,i,i,HGN;chacon2017;walkerribeiro2011
f526,l144,p4,ɬinka,ɬ i n k a,HGN
f527,l144,p4,ɬinkap,ɬ i n k a p,HGN
f528,l145,p4,kellheep,k e ll h ee p,HGN
f529,l145,p4,kellheyaʔ,k e ll h eya ʔ,HGN
f530,l112,p4,kaomak,k ao m a k,HGN
f531,l40,p4,mɨsa'řu,m ɨ s a ř u,HGN;chacon2017
f532,l146,p4,mahy,m a h y,HGN
f533,l147,p4,mato,m a t o,HGN
f534,l41,p4,paxámɨ,p a x á m ɨ,HGN;chacon2017
f535,l42,p4,mɨ̃sakʷa,m ɨ̃ s a kʷ a,HGN;chacon2017
f536,l42,p4,mɨ̃ʔɨ̃sakoʔa,m ɨ̃ ʔ ɨ̃ s a k o ʔ a,HGN;chacon2017
f537,l43,p4,mɨɨsá,m ɨɨ s á,HGN;chacon2017
f538,l184,p4,hẽ,h ẽ,HGN;gerardietal2021
f539,l116,p4,mikʷaneda,m i kʷ a n e d a,HGN
f540,l45,p4,bĩhã,b ĩ h ã,HGN
f541,l117,p4,iha,i h a,HGN;chacon2017;walkerribeiro2011
f542,l46,p4,bɨ̃'hã,b ɨ̃ h ã,HGN;chacon2017
f543,l118,p4,intɨ,i n t ɨ,HGN
f544,l149,p4,mk,m k,HGN
f545,l149,p4,mš,m š,HGN
f546,l47,p4,pemaʔ,p e m a ʔ,HGN
f547,l48,p4,ǝmǝnjamo,ǝ m ǝ n j a m o,HGN
f548,l150,p4,ḳami,ḳ a m i,HGN
f549,l150,p4,ḳamiʔ,ḳ a m i ʔ,HGN
f550,l151,p4,zero,z e r o,HGN
f551,l151,p4,ʔʸ,ʔʸ,HGN
f552,l152,p4,hiuan,h iua n,HGN
f553,l49,p4,mɨsã́,m ɨ s ã́,HGN;chacon2017
f554,l50,p4,ʔbɨ̃ã,ʔ b ɨ̃ã,HGN;chacon2017
f555,l51,p4,ɲaːɽa,ɲ aː ɽ a,HGN
f556,l52,p4,amyamro,a m ya m r o,HGN
f557,l53,p4,bɨ'sã,b ɨ s ã,HGN;chacon2017
f558,l54,p4,bɨ̃́hã,b ɨ̃́ h ã,HGN;chacon2017
f559,l119,p4,ɨnau,ɨ n au,HGN;walkerribeiro2011
f560,l120,p4,ya,ya,HGN
f561,l120,p4,yatu,ya t u,HGN
f562,l246,p4,pɛ,p ɛ,HGN;gerardietal2021
f563,l246,p4,pɛjɛ,p ɛ j ɛ,HGN;gerardietal2021
f564,l58,p4,ǝmǝlamkom,ǝ m ǝ l a m k o m,HGN
f565,l153,p4,hia,h ia,HGN;chacon2017;walkerribeiro2011
f566,l59,p4,amiɬ,a m i ɬ,HGN
f567,l121,p4,mɨka,m ɨ k a,HGN
f568,l60,p4,xirje,x i r j e,HGN
f569,l154,p4,mato,m a t o,HGN
f570,l154,p4,mã,m ã,HGN
f571,l61,p4,kafɨwafɨk,k a f ɨ w a f ɨ k,HGN
f572,l61,p4,kafɨwamakə,k a f ɨ w a m a k ə,HGN
f573,l62,p4,kahəwahəkɨ,k a h ə w a h ə k ɨ,HGN
f574,l62,p4,kahəwamakɨ,k a h ə w a m a k ɨ,HGN
f575,l62,p4,wamakɨ,w a m a k ɨ,HGN
f576,l122,p4,nijaha,n i j a h a,HGN
f577,l155,p4,hi,h i,HGN;walkerribeiro2011
f578,l155,p4,hitʸa,h i tʸ a,HGN;walkerribeiro2011
f579,l123,p4,dɨ̌g,d ɨ̌ g,HGN
f580,l124,p4,a'mots̺a,a m o t s̺ a,HGN;chacon2017
f581,l333,p4,iká,i k á,HGN;chacon2017;walkerribeiro2011
f582,l63,p4,bɨ̃́hã,b ɨ̃́ h ã,HGN;chacon2017
f583,l126,p4,kinja,k i n j a,HGN
f584,l126,p4,kinjaha,k i n j a h a,HGN
f585,l64,p5,hija,h i j a,HGN;chacon2017;chacon2017
f586,l262,p5,ǰe,ǰ e,HGN;gerardireichert2021;gerardietal2021
f587,l66,p5,ámɨ,á m ɨ,HGN
f588,l67,p5,a,a,HGN
f589,l68,p5,amɤrɤ,a m ɤ r ɤ,HGN
f590,l69,p5,haʔə,h a ʔ ə,HGN
f591,l1,p5,omoro,o m o r o,HGN
f592,l70,p5,mi,m i,HGN
f593,l70,p5,miǰa,m i ǰ a,HGN
f594,l70,p5,miǰaha,m i ǰ a h a,HGN
f595,l71,p5,ka,k a,HGN
f596,l71,p5,kaykate,k ay k a t e,HGN
f597,l72,p5,amɯ,a m ɯ,HGN
f598,l127,p5,ua,ua,HGN
f599,l276,p5,phía,p h ía,HGN;chacon2017;chaconetal2019
f600,l2,p5,bʉ,b ʉ,HGN;chacon2017
f601,l277,p5,bĩ,b ĩ,HGN
f602,l3,p5,bɨ'bɨ̃́,b ɨ b ɨ̃́,HGN
f603,l129,p5,bai,b ai,HGN;chacon2017;costenla2005
f604,l74,p5,pi'ti,p i t i,HGN
f605,l4,p5,ɯɯ́,ɯɯ́,HGN;chacon2017
f606,l75,p5,ek,e k,HGN;chacon2017
f607,l76,p5,ʃija,ʃ i j a,HGN
f608,l77,p5,ɨnkre,ɨ n k r e,HGN
f609,l5,p5,mɨ̃,m ɨ̃,HGN;chacon2017
f610,l78,p5,mi,m i,HGN
f611,l78,p5,mike,m i k e,HGN
f612,l6,p5,apa,a p a,HGN
f613,l6,p5,ipi,i p i,HGN
f614,l6,p5,p,p,HGN
f615,l6,p5,pi,p i,HGN
f616,l7,p5,xuma,x u m a,HGN
f617,l130,p5,ɲuʔ,ɲ u ʔ,HGN;chacon2017
f618,l79,p5,ⁿde,ⁿd e,HGN;gerardireichert2021;gerardietal2021
f619,l9,p5,am,a m,HGN
f620,l131,p5,mia,m ia,HGN
f621,l80,p5,kʸɛ,kʸ ɛ,HGN
f622,l10,p5,mi,m i,HGN;chacon2017
f623,l12,p5,mɨʔɨ,m ɨ ʔ ɨ,HGN;chacon2017;koch1914
f624,l81,p5,adʒe,a d ʒ e,HGN
f625,l82,p5,ʔãm,ʔ ã m,HGN
f626,l13,p5,pɨ,p ɨ,HGN;chacon2017
f627,l13,p5,'pɨči,p ɨ č i,HGN;chacon2017
f628,l132,p5,miya,m iya,HGN
f629,l132,p5,miyaya,m iyaya,HGN
f630,l132,p5,mia,m ia,HGN
f631,l14,p5,amən,a m ə n,HGN
f632,l15,p5,xam,x a m,HGN;chacon2017
f633,l84,p5,amɨ,a m ɨ,HGN
f634,l85,p5,ʔab,ʔ a b,HGN;chacon2017
f635,l133,p5,'piti,p i t i,HGN
f636,l87,p5,kia,k ia,HGN
f637,l87,p5,kiáaha,k iáa h a,HGN
f638,l16,p5,koʔni,k o ʔ n i,HGN
f639,l16,p5,oʔni,o ʔ n i,HGN
f640,l281,p5,phé,p h é,HGN;chacon2017;chacon2017
f641,l89,p5,ʔã,ʔ ã,HGN
f642,l134,p5,mii,m ii,HGN
f643,l90,p5,měm,m ě m,HGN;chacon2017
f644,l264,p5,ene,e n e,HGN;gerardireichert2021;gerardietal2021
f645,l91,p5,kai,k ai,HGN
f646,l18,p5,amoro,a m o r o,HGN
f647,l248,p5,a,a,HGN;galucioetal2015;gerardietal2021
f648,l19,p5,mia,m ia,HGN
f649,l19,p5,miã,m iã,HGN
f650,l19,p5,mĩ,m ĩ,HGN
f651,l21,p5,mʉʔʉ,m ʉ ʔ ʉ,HGN;chacon2017
f652,l22,p5,bʉ,b ʉ,HGN;chacon2017
f653,l22,p5,bʉʔʉ,b ʉ ʔ ʉ,HGN;chacon2017
f654,l136,p5,ɬiyi,ɬ iyi,HGN
f655,l136,p5,ɬiyip,ɬ iyi p,HGN
f656,l24,p5,bi,b i,HGN
f657,l25,p5,akhaʔ,a k h a ʔ,HGN
f658,l27,p5,mɨ,m ɨ,HGN;chacon2017
f659,l28,p5,əmədə,ə m ə d ə,HGN
f660,l28,p5,əməːdə,ə m əː d ə,HGN
f661,l29,p5,bɨ,b ɨ,HGN;chacon2017
f662,l30,p5,ámɨrɨ́,á m ɨ r ɨ́,HGN
f663,l306,p5,hi,h i,HGN
f664,l306,p5,híjaha,h í j a h a,HGN
f665,l31,p5,ɛrɛ,ɛ r ɛ,HGN
f666,l32,p5,fey,f ey,HGN
f667,l33,p5,mi,m i,HGN
f668,l93,p5,o,o,HGN;chacon2017
f669,l138,p5,ḳamiʔ,ḳ a m i ʔ,HGN
f670,l94,p5,mi,m i,HGN
f671,l34,p5,ulkuan,u l k ua n,HGN
f672,l95,p5,ɨ́ɨ́xóʔo,ɨ́ɨ́ x ó ʔ o,HGN;chacon2017
f673,l287,p5,mue,m ue,HGN;costenla2005
f674,l97,p5,o,o,HGN;chacon2017
f675,l98,p5,eːne,eː n e,HGN
f676,l139,p5,ʔɔ̃m,ʔ ɔ̃ m,HGN
f677,l35,p5,a,a,HGN
f678,l35,p5,ma,m a,HGN
f679,l35,p5,ʔɔ̃m,ʔ ɔ̃ m,HGN
f680,l100,p5,ere,e r e,HGN;gerardireichert2021;gerardietal2021
f681,l100,p5,indé,i n d é,HGN;gerardireichert2021;gerardietal2021
f682,l100,p5,re,r e,HGN;gerardireichert2021;gerardietal2021
f683,l36,p5,kahowa,k a h o w a,HGN
f684,l36,p5,wa,w a,HGN
f685,l37,p5,a'waača,a w aa č a,HGN
f686,l101,p5,bʉ́,b ʉ́,HGN;chacon2017
f687,l103,p5,o,o,HGN;chacon2017
f688,l104,p5,õ,õ,HGN;chacon2017
f689,l104,p5,õɯ̃,õɯ̃,HGN;chacon2017
f690,l224,p5,ⁿde,ⁿd e,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f691,l316,p5,hitso,h i t s o,HGN
f692,l141,p5,a,a,HGN
f693,l141,p5,ʎʊrɛ,ʎ ʊ r ɛ,HGN
f694,l107,p5,pía,p ía,HGN;chacon2017;chacon2017
f695,l108,p5,uku,u k u,HGN
f696,l142,p5,ʔam,ʔ a m,HGN
f697,l109,p5,xámɨ,x á m ɨ,HGN;chacon2017
f698,l110,p5,mam,m a m,HGN;chacon2017
f699,l111,p5,ingi,i n g i,HGN;chacon2017
f700,l111,p5,itʃa,i t ʃ a,HGN;chacon2017
f701,l143,p5,c̷aw,c̷ a w,HGN
f702,l38,p5,qam,q a m,HGN;blumetal2023
f703,l320,p5,pʰá,pʰ á,HGN;chacon2017;chacon2017
f704,l320,p5,pʰú,pʰ ú,HGN;chacon2017;chacon2017
f705,l144,p5,ɬiya,ɬ iya,HGN
f706,l144,p5,ɬiyap,ɬ iya p,HGN
f707,l145,p5,ɬeep,ɬ ee p,HGN
f708,l145,p5,ɬeyaʔ,ɬ eya ʔ,HGN
f709,l112,p5,kawa,k a w a,HGN
f710,l113,p5,kapɨ,k a p ɨ,HGN
f711,l40,p5,mɨ̃ʔ'ɨ̃,m ɨ̃ ʔ ɨ̃,HGN;chacon2017
f712,l147,p5,mia,m ia,HGN
f713,l41,p5,xámɨ,x á m ɨ,HGN;chacon2017
f714,l42,p5,mɨ̃ʔɨ̃,m ɨ̃ ʔ ɨ̃,HGN;chacon2017
f715,l43,p5,mɨɨ́,m ɨɨ́,HGN;chacon2017
f716,l44,p5,ga,g a,HGN
f717,l44,p5,ka,k a,HGN
f718,l115,p5,ũcu,ũ c u,HGN;chacon2017
f719,l116,p5,mida,m i d a,HGN
f720,l116,p5,miada,m ia d a,HGN
f721,l45,p5,bĩ'ĩ,b ĩ ĩ,HGN
f722,l117,p5,pʰia,pʰ ia,HGN;chacon2017;chaconetal2019;chacon2017
f723,l46,p5,bɨ̃ɨ̃,b ɨ̃ɨ̃,HGN;chacon2017
f724,l118,p5,ijo,i j o,HGN
f725,l149,p5,t,t,HGN
f726,l149,p5,'tā,t ā,HGN
f727,l149,p5,zero,z e r o,HGN
f728,l47,p5,kumaʔ,k u m a ʔ,HGN
f729,l48,p5,əmə,ə m ə,HGN
f730,l48,p5,əmənjamo,ə m ə n j a m o,HGN
f731,l150,p5,ʔam,ʔ a m,HGN
f732,l151,p5,p,p,HGN
f733,l151,p5,pʸ,pʸ,HGN
f734,l152,p5,hi,h i,HGN
f735,l49,p5,mɨ'ɨ́,m ɨ ɨ́,HGN;chacon2017
f736,l50,p5,bɨ̃ʔɨ̃,b ɨ̃ ʔ ɨ̃,HGN;chacon2017
f737,l51,p5,iː,iː,HGN
f738,l52,p5,amoro,a m o r o,HGN
f739,l54,p5,mɨ̃́,m ɨ̃́,HGN;chacon2017
f740,l55,p5,amɨra,a m ɨ r a,HGN
f741,l55,p5,amɨrɨ,a m ɨ r ɨ,HGN
f742,l119,p5,pʰɨgarɨ,pʰ ɨ g a r ɨ,HGN
f743,l120,p5,ihi,i h i,HGN
f744,l120,p5,yatu,ya t u,HGN
f745,l246,p5,ɛlɛ,ɛ l ɛ,HGN;gerardietal2021
f746,l246,p5,ɛnɛ,ɛ n ɛ,HGN;gerardietal2021
f747,l58,p5,ǝmǝ,ǝ m ǝ,HGN
f748,l153,p5,hia,h ia,HGN;chacon2017
f749,l153,p5,nia,n ia,HGN;chacon2017
f750,l59,p5,ɬam,ɬ a m,HGN
f751,l121,p5,mərə,m ə r ə,HGN
f752,l60,p5,xi,x i,HGN
f753,l154,p5,mia,m ia,HGN
f754,l154,p5,mĩ,m ĩ,HGN
f755,l61,p5,kafɨwa,k a f ɨ w a,HGN
f756,l62,p5,kahə,k a h ə,HGN
f757,l62,p5,wa,w a,HGN
f758,l122,p5,hijaha,h i j a h a,HGN
f759,l155,p5,p,p,HGN
f760,l155,p5,pitʸa,p i tʸ a,HGN
f761,l155,p5,pɨ,p ɨ,HGN
f762,l123,p5,ʔab,ʔ a b,HGN
f763,l124,p5,amo,a m o,HGN;chacon2017
f764,l333,p5,piká,p i k á,HGN;chacon2017;chacon2017
f765,l63,p5,bɨ̃́,b ɨ̃́,HGN;chacon2017
f766,l126,p5,ʧa,ʧ a,HGN
f767,l64,p6,najá,n a j á,HGN
f768,l262,p6,go,g o,HGN
f769,l66,p6,dita,d i t a,HGN
f770,l67,p6,tɔk,t ɔ k,HGN
f771,l68,p6,kamɔrɔ,k a m ɔ r ɔ,HGN
f772,l1,p6,enaroro,e n a r o r o,HGN
f773,l70,p6,kana,k a n a,HGN
f774,l70,p6,naeda,n ae d a,HGN
f775,l72,p6,au,au,HGN
f776,l72,p6,ni,n i,HGN
f777,l127,p6,o'reeʔ,o r ee ʔ,HGN
f778,l276,p6,nháa,n h áa,HGN;chaconetal2019
f779,l2,p6,ida,i d a,HGN
f780,l2,p6,ti,t i,HGN
f781,l277,p6,kuhuni,k u h u n i,HGN
f782,l3,p6,kɨ̃́hã,k ɨ̃́ h ã,HGN
f783,l129,p6,oračidyi,o r a č i d yi,HGN
f784,l74,p6,no'ti,n o t i,HGN
f785,l4,p6,aatʰʲέpʰɨ,aa tʰʲ ɛ pʰ ɨ,HGN
f786,l4,p6,aatʰʲέtsʰi,aa tʰʲ ɛ t sʰ i,HGN
f787,l4,p6,aátʰʲɛ,aá tʰʲ ɛ,HGN
f788,l4,p6,tiitʰʲέpʰɨ,t ii tʰʲ ɛ pʰ ɨ,HGN
f789,l4,p6,tiitʰʲέtsʰi,t ii tʰʲ ɛ t sʰ i,HGN
f790,l4,p6,tiítʰʲɛ,t ií tʰʲ ɛ,HGN
f791,l75,p6,tʃat,t ʃ a t,HGN
f792,l5,p6,nã,n ã,HGN
f793,l5,p6,tɔ,t ɔ,HGN
f794,l78,p6,tona,t o n a,HGN
f795,l78,p6,tonara,t o n a r a,HGN
f796,l6,p6,iki,i k i,HGN
f797,l6,p6,m,m,HGN
f798,l6,p6,riki,r i k i,HGN
f799,l7,p6,xupanaka,x u p a n a k a,HGN
f800,l130,p6,'ya'laʔ,ya l a ʔ,HGN
f801,l8,p6,ninaka,n i n a k a,HGN
f802,l79,p6,haereta,h ae r e t a,HGN
f803,l9,p6,lamis,l a m i s,HGN
f804,l131,p6,hato,h a t o,HGN
f805,l131,p6,ka,k a,HGN
f806,l80,p6,hoʔɛ,h o ʔ ɛ,HGN
f807,l80,p6,hoⁿdɛkʰi,h oⁿ d ɛ kʰ i,HGN
f808,l80,p6,tsɛⁿdɛkʰi,t s ɛⁿ d ɛ kʰ i,HGN
f809,l10,p6,dinomiva,d i n o m i v a,HGN
f810,l10,p6,na,n a,HGN
f811,l11,p6,bapomónacypomonae,b a p o m ó n a c y p o m o n ae,HGN
f812,l11,p6,barapomónae,b a r a p o m ó n ae,HGN
f813,l12,p6,ẽrã,ẽ r ã,HGN;koch1914
f814,l81,p6,na,n a,HGN
f815,l82,p6,hid,h i d,HGN
f816,l13,p6,'ãra,ã r a,HGN
f817,l13,p6,'ãči,ã č i,HGN
f818,l132,p6,okʷana,o kʷ a n a,HGN
f819,l132,p6,oyakʷana,oya kʷ a n a,HGN
f820,l132,p6,o'kwanaya,o k w a n aya,HGN
f821,l132,p6,oxaña,o x a ñ a,HGN
f822,l132,p6,oyakwana,oya k w a n a,HGN
f823,l14,p6,kamonton,k a m o n t o n,HGN
f824,l15,p6,hapí,h a p í,HGN
f825,l84,p6,nita,n i t a,HGN
f826,l85,p6,hɨ́d,h ɨ́ d,HGN
f827,l133,p6,'ena,e n a,HGN
f828,l87,p6,na,n a,HGN
f829,l87,p6,nawaáka,n a w aá k a,HGN
f830,l16,p6,ohnitʸeʔke,o h n i tʸ e ʔ k e,HGN
f831,l89,p6,ʔaŋ,ʔ a ŋ,HGN
f832,l89,p6,ɸaŋ,ɸ a ŋ,HGN
f833,l134,p6,ato,a t o,HGN
f834,l90,p6,kět,k ě t,HGN
f835,l19,p6,hatoβo,h a t o β o,HGN
f836,l19,p6,hatoβão,h a t o β ão,HGN
f837,l19,p6,βo,β o,HGN
f838,l20,p6,inu,i n u,HGN
f839,l21,p6,xeena,x ee n a,HGN
f840,l24,p6,ne,n e,HGN
f841,l25,p6,ec̷iween,e c̷ i w ee n,HGN
f842,l26,p6,isnɨ́,i s n ɨ́,HGN
f843,l27,p6,kexunaxã,k e x u n a x ã,HGN
f844,l27,p6,ɲionaxã,ɲ io n a x ã,HGN
f845,l28,p6,kaːnno,k aː nn o,HGN
f846,l28,p6,tɨnwano,t ɨ n w a n o,HGN
f847,l28,p6,tɨnwanno,t ɨ n w a nn o,HGN
f848,l29,p6,ida,i d a,HGN
f849,l29,p6,iti,i t i,HGN
f850,l30,p6,ínkamoró,í n k a m o r ó,HGN
f851,l31,p6,naaton,n aa t o n,HGN
f852,l32,p6,feyeŋɨn,f eye ŋ ɨ n,HGN
f853,l33,p6,a,a,HGN
f854,l33,p6,abi,a b i,HGN
f855,l93,p6,aɸέmakɯ,a ɸ ɛ m a k ɯ,HGN
f856,l93,p6,íaidʒɯnoɯ,íai d ʒ ɯ n oɯ,HGN
f857,l93,p6,íaɯŋuaɯ,íaɯ ŋ uaɯ,HGN
f858,l138,p6,ʔmaʁare,ʔ m a ʁ a r e,HGN
f859,l94,p6,mo'ʔin,m o ʔ i n,HGN
f860,l94,p6,mœ'ʔin,m œ ʔ i n,HGN
f861,l34,p6,isko,i s k o,HGN
f862,l95,p6,dííto,d íí t o,HGN
f863,l95,p6,díítɨsi,d íí t ɨ s i,HGN
f864,l95,p6,díítɨɸɛ,d íí t ɨ ɸ ɛ,HGN
f865,l287,p6,asɨ,a s ɨ,HGN
f866,l97,p6,imakɯ,i m a k ɯ,HGN
f867,l97,p6,iamaiaɯ,ia m aiaɯ,HGN
f868,l97,p6,iaɯɲuaɯ,iaɯ ɲ uaɯ,HGN
f869,l35,p6,la,l a,HGN
f870,l35,p6,ʃa,ʃ a,HGN
f871,l100,p6,tai,t ai,HGN
f872,l100,p6,tau,t au,HGN
f873,l36,p6,kamakɨpə,k a m a k ɨ p ə,HGN
f874,l36,p6,kamapɨkə,k a m a p ɨ k ə,HGN
f875,l36,p6,pək,p ə k,HGN
f876,l36,p6,tʰəkə,tʰ ə k ə,HGN
f877,l37,p6,ɬawaača,ɬ a w aa č a,HGN
f878,l101,p6,ã'rã,ã r ã,HGN
f879,l101,p6,ã'ǰa,ã ǰ a,HGN
f880,l103,p6,apέmakɯ,a p ɛ m a k ɯ,HGN
f881,l103,p6,apέmaɯdʒɯnoɯ,a p ɛ m aɯ d ʒ ɯ n oɯ,HGN
f882,l103,p6,dáɯdʒɯnoɯ,d áɯ d ʒ ɯ n oɯ,HGN
f883,l104,p6,áá,áá,HGN
f884,l104,p6,ɯɯkáha,ɯɯ k á h a,HGN
f885,l104,p6,ɯɯm̵áha,ɯɯ m̵ á h a,HGN
f886,l104,p6,ɯɯsa,ɯɯ s a,HGN
f887,l224,p6,haʔe'kuera,h a ʔ e k ue r a,HGN
f888,l316,p6,eʃenai,e ʃ e n ai,HGN
f889,l316,p6,hatyonai,h a t yo n ai,HGN
f890,l141,p6,tɔk,t ɔ k,HGN
f891,l107,p6,nía,n ía,HGN
f892,l108,p6,hwætũ,h w æ t ũ,HGN
f893,l142,p6,ʔme,ʔ m e,HGN
f894,l109,p6,baharápomóne,b a h a r á p o m ó n e,HGN
f895,l110,p6,ot,o t,HGN
f896,l143,p6,c̷aw,c̷ a w,HGN
f897,l38,p6,pajkuna,p a j k u n a,HGN
f898,l320,p6,miʔá,m i ʔ á,HGN
f899,l144,p6,zero,z e r o,HGN
f900,l112,p6,kitɨkɨ,k i t ɨ k ɨ,HGN
f901,l112,p6,kitɨpɨ,k i t ɨ p ɨ,HGN
f902,l40,p6,hãõ'waʔi,h ãõ w a ʔ i,HGN
f903,l147,p6,hato,h a t o,HGN
f904,l41,p6,pomóːnae,p o m óː n ae,HGN
f905,l42,p6,pˀakʷa,pˀ a kʷ a,HGN
f906,l43,p6,ĩ'gɨ̃́sã,ĩ g ɨ̃́ s ã,HGN
f907,l184,p6,ae,ae,HGN
f908,l184,p6,ukĩ̯,u k ĩ̯,HGN
f909,l184,p6,ũkĩ̯,ũ k ĩ̯,HGN
f910,l44,p6,níra,n í r a,HGN
f911,l115,p6,hĩtuʔu,h ĩ t u ʔ u,HGN
f912,l116,p6,toneda,t o n e d a,HGN
f913,l45,p6,ĩ'rã,ĩ r ã,HGN
f914,l117,p6,naha,n a h a,HGN;chaconetal2019
f915,l46,p6,dã,d ã,HGN
f916,l118,p6,naʔnɨin,n a ʔ n ɨi n,HGN
f917,l149,p6,t,t,HGN
f918,l149,p6,'tā,t ā,HGN
f919,l149,p6,zero,z e r o,HGN
f920,l47,p6,nũmagũ,n ũ m a g ũ,HGN
f921,l48,p6,namo,n a m o,HGN
f922,l150,p6,maǰipi,m a ǰ i p i,HGN
f923,l151,p6,na,n a,HGN
f924,l151,p6,nae,n ae,HGN
f925,l152,p6,uan,ua n,HGN
f926,l49,p6,ná,n á,HGN
f927,l50,p6,ʔkɨ̃ã,ʔ k ɨ̃ã,HGN
f928,l51,p6,akaʉrʉ,a k aʉ r ʉ,HGN
f929,l52,p6,mošam,m o š a m,HGN
f930,l52,p6,ɲešamro,ɲ e š a m r o,HGN
f931,l53,p6,tikidã,t i k i d ã,HGN
f932,l54,p6,kɨ̃́hã,k ɨ̃́ h ã,HGN
f933,l119,p6,ɨnau,ɨ n au,HGN
f934,l120,p6,tatuma,t a t u m a,HGN
f935,l259,p6,karammaʔ,k a r a mm a ʔ,HGN;birchall2016
f936,l156,p6,napapa,n a p a p a,HGN
f937,l246,p6,ãwĩkũ,ã w ĩ k ũ,HGN
f938,l246,p6,ɔkupa,ɔ k u p a,HGN
f939,l58,p6,inamolo,i n a m o l o,HGN
f940,l153,p6,hiair̃ua,h iai r̃ ua,HGN
f941,l153,p6,naya,n aya,HGN
f942,l59,p6,ɬamiɬ,ɬ a m i ɬ,HGN
f943,l121,p6,tawsantomo,t a w s a n t o m o,HGN
f944,l60,p6,rij,r i j,HGN
f945,l154,p6,ato,a t o,HGN
f946,l154,p6,atõ,a t õ,HGN
f947,l61,p6,kamakəp,k a m a k ə p,HGN
f948,l61,p6,kamatʰəp,k a m a tʰ ə p,HGN
f949,l61,p6,tʰəp,tʰ ə p,HGN
f950,l62,p6,kamakəkɨbɨ,k a m a k ə k ɨ b ɨ,HGN
f951,l62,p6,kamatʰəpə,k a m a tʰ ə p ə,HGN
f952,l62,p6,pə,p ə,HGN
f953,l62,p6,tʰəpə,tʰ ə p ə,HGN
f954,l122,p6,anini,a n i n i,HGN
f955,l123,p6,hɨ̌d,h ɨ̌ d,HGN
f956,l124,p6,o'ka,o k a,HGN
f957,l333,p6,neká,n e k á,HGN
f958,l63,p6,kɨ̃́hã,k ɨ̃́ h ã,HGN
f959,l126,p6,nukʷaka,n u kʷ a k a,HGN
f960,l64,p7,lija,l i j a,HGN
f961,l64,p7,ruja,r u j a,HGN
f962,l262,p7,go,g o,HGN
f963,l66,p7,áu,áu,HGN
f964,l67,p7,kɨrörö,k ɨ r ö r ö,HGN
f965,l68,p7,kɯrɤ,k ɯ r ɤ,HGN
f966,l68,p7,mɯkɤ,m ɯ k ɤ,HGN
f967,l1,p7,ɨnoro,ɨ n o r o,HGN
f968,l1,p7,ɨnororo,ɨ n o r o r o,HGN
f969,l70,p7,da,d a,HGN
f970,l70,p7,hoda,h o d a,HGN
f971,l70,p7,homa,h o m a,HGN
f972,l70,p7,oho,o h o,HGN
f973,l72,p7,au,au,HGN
f974,l72,p7,ni,n i,HGN
f975,l127,p7,uaa'teʔ,uaa t e ʔ,HGN
f976,l127,p7,uu'teʔ,uu t e ʔ,HGN
f977,l276,p7,ɺhía,ɺ h ía,HGN
f978,l276,p7,ɻhóa,ɻ h ó a,HGN
f979,l2,p7,i,i,HGN
f980,l2,p7,so,s o,HGN
f981,l277,p7,kuhu,k u h u,HGN
